gene_name,Accession,Description,logFC,pvalue,AveExpr,Control_abundance,Penta_abundance,hit_annotation,LipidProbe
SPC24,Q8NBT2.2,RecName: Full=Kinetochore protein Spc24; Short=hSpc24 [OS=Homo sapiens],1.11,2.34437e-8,26.513424717347227,63135143.9,128451894.2,enriched candidate,bf-GPI
EYA3,XP_016856141.1,PREDICTED: eyes absent homolog 3 isoform X1 [OS=Homo sapiens],1.1,0.382928821,16.75106887991967,25998.72003,194600.6094,no hit,bf-GPI
NUDCD3,AAH35014.1,NudC domain containing 3 [OS=Homo sapiens],1.09,0.033494335,20.414264056186543,893467.4845,1901236.512,enriched candidate,bf-GPI
BAG52906.1,BAG52906.1,unnamed protein product [OS=Homo sapiens],1.08,0.329256963,17.768045601407692,131324.3368,315096.7352,no hit,bf-GPI
EIF2B1,NP_001405.1,Translation initiation factor eIF-2B subunit alpha [OS=Homo sapiens],1.08,0.386262745,16.938848776518796,80530.56742,170734.1848,no hit,bf-GPI
PANK4,Q9NVE7.1,RecName: Full=Pantothenate kinase 4; Short=hPanK4; AltName: Full=Pantothenic acid kinase 4 [OS=Homo sapiens],1.08,1.34828e-4,23.004455317722094,5465493.64,11363613.69,enriched candidate,bf-GPI
PAFAH1B3,NP_002564.1,Platelet-activating factor acetylhydrolase IB subunit gamma [OS=Homo sapiens],1.08,0.001161383,22.38061744976739,3225789.82,7695329.939,enriched candidate,bf-GPI
SRSF11,XP_005271395.1,PREDICTED: serine/arginine-rich splicing factor 11 isoform X1 [OS=Homo sapiens],1.06,0.01162281,21.88662391857655,2190738.881,5563877.156,enriched candidate,bf-GPI
NDRG2,XP_016876969.1,PREDICTED: protein NDRG2 isoform X1 [OS=Homo sapiens],1.06,0.357363739,18.031419097829215,173961.8773,361869.3359,no hit,bf-GPI
EXT1,AAB62283.1,putative tumour suppressor/hereditary multiple exostoses candidate gene [OS=Homo sapiens],1.05,0.11102597,19.861571279538726,619671.5623,1285608.013,no hit,bf-GPI
MAGT1,Q9H0U3.1,RecName: Full=Magnesium transporter protein 1; Short=MagT1; AltName: Full=Implantation-associated protein; Short=IAP; Flags: Precursor [OS=Homo sapiens],1.03,0.256875398,19.35724326118894,167716.7891,1175483.729,no hit,bf-GPI
"LUC7-like isoform b variant, partial [Homo sapiens]",BAD96804.1,"LUC7-like isoform b variant, partial [OS=Homo sapiens]",1.03,0.277058479,18.972213192468264,395570.491,633002.8188,no hit,bf-GPI
IMPA2,NP_055029.1,inositol monophosphatase 2 [OS=Homo sapiens],1.03,0.372052149,17.729471649595485,142994.9315,291648.1484,no hit,bf-GPI
ISOC2,EAW72382.1,"isochorismatase domain containing 2, isoform CRA_d [OS=Homo sapiens]",1.03,1.00307e-4,23.211179406203723,8612866.234,10809012.21,enriched candidate,bf-GPI
TMX1,AAH36460.1,Thioredoxin-related transmembrane protein 1 [OS=Homo sapiens],1.02,0.283049783,18.987904819378063,321826.5053,717995.2537,no hit,bf-GPI
EEF1A1L14,AAC09385.1,eukaryotic translation elongation factor 1 alpha 1-like 14 [OS=Homo sapiens],1.02,0.001270713,22.71304064647483,4612003.86,9139067.094,enriched candidate,bf-GPI
PROSC,EAW63361.1,"proline synthetase co-transcribed homolog (bacterial), isoform CRA_b [OS=Homo sapiens]",1.02,0.124715013,19.86157441824277,628922.4284,1276361.292,no hit,bf-GPI
FN3K,EAW89820.1,"fructosamine 3 kinase, isoform CRA_b [OS=Homo sapiens]",1.02,0.054512761,21.159726681754922,2109915.029,2575439.16,no hit,bf-GPI
LARP4B,XP_016871476.1,PREDICTED: la-related protein 4B isoform X1 [OS=Homo sapiens],1.01,0.042958689,20.871330440327274,1368319.694,2468103.497,enriched candidate,bf-GPI
BAG37041.1,BAG37041.1,unnamed protein product [OS=Homo sapiens],1.01,0.341946562,18.469592852100053,240845.9553,485145.4041,no hit,bf-GPI
"suppressor of actin mutations 2-like isoform a variant, partial [Homo sapiens]",BAD96587.1,"suppressor of actin mutations 2-like isoform a variant, partial [OS=Homo sapiens]",1,0.25226864,19.60454492171932,918719.7808,675639.0385,no hit,bf-GPI
C9orf78,AAH17570.1,chromosome 9 open reading frame 78 [OS=Homo sapiens],1,0.508114778,15.722443556766144,36039.18817,72093.52782,no hit,bf-GPI
SMU1,XP_005251560.1,PREDICTED: WD40 repeat-containing protein SMU1 isoform X1 [OS=Homo sapiens],1,0.14131003,19.925061257143273,664033.8861,1326965.378,no hit,bf-GPI
aging-associated gene 9 protein [Homo sapiens],AAV33305.1,Aging-associated gene 9 protein [OS=Homo sapiens],0.98,0.053606528,20.800579296684067,1819117.246,1833702.915,no hit,bf-GPI
TNS3,EAW61012.1,"tensin 3, isoform CRA_b, partial [OS=Homo sapiens]",0.98,0.019304772,21.949058921218537,3244102.591,4853474.803,no hit,bf-GPI
A-735G6.2,AAC05812.1,Gene product with similarity to Ubiquitin binding enzyme [OS=Homo sapiens],0.98,0.426713128,17.917858383158908,166619.133,328651.7848,no hit,bf-GPI
PARK7,AAT68961.1,"DJ-1, partial [OS=Homo sapiens]",0.98,0.038919169000000003,21.31708830675651,1822681.8,3402639.455,no hit,bf-GPI
BAG60148.1,BAG60148.1,unnamed protein product [OS=Homo sapiens],0.97,0.366034346,18.704990780119132,135873.0019,718786.8222,no hit,bf-GPI
PSMC4,NP_694546.1,26S proteasome regulatory subunit 6B isoform 2 [OS=Homo sapiens],0.97,0.081580708,20.506027201716613,2403581.59,574655.5507,no hit,bf-GPI
"HSPC283, partial [Homo sapiens]",AAF28961.1,"HSPC283, partial [OS=Homo sapiens]",0.96,0.160603409,19.93973635526715,682392.2675,1328962.801,no hit,bf-GPI
"MLL/SEPTIN6 fusion protein, partial [Homo sapiens]",AAM82548.1,"MLL/SEPTIN6 fusion protein, partial [OS=Homo sapiens]",0.95,0.074132837,20.535921543637603,1350708.074,1689885.469,no hit,bf-GPI
CCNK,NP_001092872.1,Cyclin-K [OS=Homo sapiens],0.94,0.324932107,19.173021186359257,404458.7208,777723.6543,no hit,bf-GPI
nap1,BAC80174.1,P120 [OS=Homo sapiens],0.94,0.056849959,21.52298450713222,2323176.455,3703722.753,no hit,bf-GPI
DOLPP1,NP_065171.2,dolichyldiphosphatase 1 isoform a [OS=Homo sapiens],0.94,0.54768302,15.784484279408174,38640.83369,74243.38459,no hit,bf-GPI
C3,AAA85332.1,Complement component C3 [OS=Homo sapiens],0.94,0.504565748,16.87516054281819,81861.66242,158552.1972,no hit,bf-GPI
ACAA2,EAW62952.1,"acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase), isoform CRA_c [OS=Homo sapiens]",0.94,5.05658e-5,23.74106651869537,10974540.73,17067082.31,no hit,bf-GPI
lysophospholipase LPL-I [Homo sapiens],AAP97210.1,Lysophospholipase LPL-I [OS=Homo sapiens],0.94,0.031159684,22.009571194861746,2899048.074,5545397.035,no hit,bf-GPI
HAUS8,NP_219485.1,HAUS augmin-like complex subunit 8 isoform a [OS=Homo sapiens],0.93,0.092150414,20.518428853750862,1035954.813,1967994.114,no hit,bf-GPI
TOM1 [Homo sapiens],AAQ89339.1,TOM1 [OS=Homo sapiens],0.92,0.147720963,20.128450057464367,793949.5489,1498486.5,no hit,bf-GPI
"hCG28765, isoform CRA_b [Homo sapiens]",EAW59051.1,"hCG28765, isoform CRA_b [OS=Homo sapiens]",0.92,0.192761569,19.893543389456475,674783.3791,1273191.159,no hit,bf-GPI
hCG1820685 [Homo sapiens],EAW98657.1,hCG1820685 [OS=Homo sapiens],0.91,0.570257705,15.202826258793008,26152.59049,49276.12612,no hit,bf-GPI
ACADS,AAH25963.1,"Acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain [OS=Homo sapiens]",0.91,0.539028233,16.16895713672002,51099.0122,96258.09677,no hit,bf-GPI
LOXL2,EAW63626.1,"lysyl oxidase-like 2, isoform CRA_b [OS=Homo sapiens]",0.91,0.558508719,15.802649790067488,38016.6534,76297.91828,no hit,bf-GPI
DISC1,ACR40087.1,Disrupted in schizophrenia 1 isoform 51 [OS=Homo sapiens],0.91,0.006512724,22.634274307896977,5393637.86,7626797.098,no hit,bf-GPI
AFG2A,XP_016863314.1,PREDICTED: spermatogenesis-associated protein 5 isoform X1 [OS=Homo sapiens],0.91,0.092150414,21.096808858816576,1886745.276,2598666.046,no hit,bf-GPI
HSD17B11,Q8NBQ5.3,RecName: Full=Estradiol 17-beta-dehydrogenase 11; AltName: Full=17-beta-hydroxysteroid dehydrogenase 11; Short=17-beta-HSD 11; Short=17bHSD11; Short=17betaHSD11; AltName: Full=17-beta-hydroxysteroid dehydrogenase XI; Short=17-beta-HSD XI; Short=17betaHSDXI; AltName: Full=Cutaneous T-cell lymphoma-associated antigen HD-CL-03; Short=CTCL-associated antigen HD-CL-03; AltName: Full=Dehydrogenase/reductase SDR family member 8; AltName: Full=Retinal short-chain dehydrogenase/reductase 2; Short=retSDR2; AltName: Full=Short chain dehydrogenase/reductase family 16C member 2; Flags: Precursor [OS=Homo sapiens],0.91,0.101799444,20.520023987313994,1316442.429,1690829.688,no hit,bf-GPI
"high-mobility group 20A variant, partial [Homo sapiens]",BAD96820.1,"high-mobility group 20A variant, partial [OS=Homo sapiens]",0.9,0.160434608,20.1674691761009,820140.7304,1535142.578,no hit,bf-GPI
proteasome inhibitor hPI31 subunit [Homo sapiens],BAA13603.1,proteasome inhibitor hPI31 subunit [OS=Homo sapiens],0.9,0.350213072,19.551203895691373,535048.3456,1001438.405,no hit,bf-GPI
METAP2,NP_001317175.1,methionine aminopeptidase 2 isoform 4 [OS=Homo sapiens],0.9,0.408478487,18.650701416747694,246613.7754,576482.3594,no hit,bf-GPI
VIRMA,NP_056311.2,Protein virilizer homolog isoform 1 [OS=Homo sapiens],0.9,0.337022496,19.564189758320023,555143.8345,995235.4389,no hit,bf-GPI
GO2-q chimeric G-protein [Homo sapiens],AMQ09605.1,GO2-q chimeric G-protein [OS=Homo sapiens],0.9,0.5780221,15.540245602931147,33236.31743,62067.4485,no hit,bf-GPI
RPL28,NP_001129607.1,60S ribosomal protein L28 isoform 3 [OS=Homo sapiens],0.9,0.042097226,21.965344896337697,3232688.271,4956817.147,no hit,bf-GPI
"VARS2L protein variant, partial [Homo sapiens]",BAD92716.1,"VARS2L protein variant, partial [OS=Homo sapiens]",0.89,0.359324623,19.498653211421317,518775.727,962750.9888,no hit,bf-GPI
UBAP2,Q5T6F2.1,RecName: Full=Ubiquitin-associated protein 2; Short=UBAP-2 [OS=Homo sapiens],0.89,0.12106372,20.511584163368745,1047502.813,1942228,no hit,bf-GPI
MARCKSL1,AAH66915.1,MARCKS-like 1 [OS=Homo sapiens],0.89,0.38820115,19.024712397045587,485525.2552,581166.8629,no hit,bf-GPI
CEL,P19835.3,RecName: Full=Bile salt-activated lipase; Short=BAL; AltName: Full=Bile salt-stimulated lipase; Short=BSSL; AltName: Full=Bucelipase; AltName: Full=Carboxyl ester lipase; AltName: Full=Cholesterol esterase; AltName: Full=Pancreatic lysophospholipase; AltName: Full=Sterol esterase; Flags: Precursor [OS=Homo sapiens],0.89,0.079168139,21.575591351903338,2195043.735,4055678.015,no hit,bf-GPI
MP1,AAC67244.1,metalloprotease 1 [OS=Homo sapiens],0.88,0.387499749,19.113486060218765,343912.7613,790477.8449,no hit,bf-GPI
MPHOSPH10,EAW99776.1,"M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein), isoform CRA_a [OS=Homo sapiens]",0.88,0.111035033,21.103590539599175,1331988.263,3174557.279,no hit,bf-GPI
PTP4A1,BAG70128.1,protein tyrosine phosphatase type iva protein 1 [OS=Homo sapiens],0.87,0.553457982,16.907050948566997,104237.4635,141549.8538,no hit,bf-GPI
BAB85047.1,BAB85047.1,unnamed protein product [OS=Homo sapiens],0.87,0.506736069,18.140356785636232,225995.4734,351863.0456,no hit,bf-GPI
PP2030 [Homo sapiens],AAQ15259.1,PP2030 [OS=Homo sapiens],0.86,0.147166322,20.492075673201054,1045890.869,1903684.152,no hit,bf-GPI
BAA91156.1,BAA91156.1,unnamed protein product [OS=Homo sapiens],0.86,0.421040639,18.79630090644592,332831.5379,577669.355,no hit,bf-GPI
MCAT,AAH42195.2,malonyl CoA:ACP acyltransferase (mitochondrial) [OS=Homo sapiens],0.86,0.12798666,20.53056258021115,1004683.681,2024636.375,no hit,bf-GPI
G3BP2,AAD51932.1,RNA-binding protein isoform G3BP-2a [OS=Homo sapiens],0.86,0.071295468,21.729782941295426,3347264.599,3608525.375,no hit,bf-GPI
COL14A1,NP_066933.1,collagen alpha-1(XIV) chain precursor [OS=Homo sapiens],0.86,0.609057227,15.53312970360551,40432.2173,54402.633,no hit,bf-GPI
BAC11520.1,BAC11520.1,unnamed protein product [OS=Homo sapiens],0.86,0.235801606,19.84388704271798,349371.3806,1532696.253,no hit,bf-GPI
cyclin-dependent kinase inhibitor p27kip1 [Homo sapiens],AAF69497.1,cyclin-dependent kinase inhibitor p27kip1 [OS=Homo sapiens],0.85,0.187476005,20.028374425626616,753206.4699,1385599.867,no hit,bf-GPI
PFDN6,NP_055075.1,Prefoldin subunit 6 [OS=Homo sapiens],0.85,0.542217427,17.11422089049073,76423.66874,207318.4688,no hit,bf-GPI
OSBPL2,XP_016883652.1,PREDICTED: oxysterol-binding protein-related protein 2 isoform X1 [OS=Homo sapiens],0.85,0.458206371,18.680902272781648,77680.0188,762828.1252,no hit,bf-GPI
SH3PXD2B,XP_016864840.1,PREDICTED: SH3 and PX domain-containing protein 2B isoform X1 [OS=Homo sapiens],0.85,0.179710134,20.25020176976795,1215634.136,1278662.762,no hit,bf-GPI
DNAJB12,Q9NXW2.4,RecName: Full=DnaJ homolog subfamily B member 12 [OS=Homo sapiens],0.84,0.566087188,16.60719932304358,71451.44881,128210.4219,no hit,bf-GPI
DKFZp451F1219,CAD89929.1,"hypothetical protein, partial [OS=Homo sapiens]",0.84,0.248353596,19.848428039553593,675927.9973,1212072.926,no hit,bf-GPI
KRT4,P19013.4,"RecName: Full=Keratin, type II cytoskeletal 4; AltName: Full=Cytokeratin-4; Short=CK-4; AltName: Full=Keratin-4; Short=K4; AltName: Full=Type-II keratin Kb4 [OS=Homo sapiens]",0.84,0.140499636,21.03126309240641,1760493.937,2525692.258,no hit,bf-GPI
NUP214,EAW87963.1,"nucleoporin 214kDa, isoform CRA_c [OS=Homo sapiens]",0.84,0.014125217,22.629540346389412,5007729.906,7970050.701,no hit,bf-GPI
ANP32B,NP_006392.1,Acidic leucine-rich nuclear phosphoprotein 32 family member B [OS=Homo sapiens],0.83,5.50242e-5,24.778877145413166,19116911.93,38455612.84,no hit,bf-GPI
KIAA1279,BAA86593.2,KIAA1279 protein [OS=Homo sapiens],0.83,0.50080017,18.352203074431067,393098.4613,276159.5947,no hit,bf-GPI
HSPC029 [Homo sapiens],AAD40193.1,HSPC029 [OS=Homo sapiens],0.83,0.558508719,17.006641500926122,59334.00929,204019.5625,no hit,bf-GPI
"serine/threonine kinase 4 variant, partial [Homo sapiens]",BAD92552.1,"serine/threonine kinase 4 variant, partial [OS=Homo sapiens]",0.83,0.189109675,20.290989260583185,910000.6404,1655820.652,no hit,bf-GPI
HPDL,NP_116145.1,4-hydroxyphenylpyruvate dioxygenase-like protein [OS=Homo sapiens],0.83,0.147166322,20.975764027264816,1475551.207,2648880.813,no hit,bf-GPI
PPP1R8,EAX07733.1,"protein phosphatase 1, regulatory (inhibitor) subunit 8, isoform CRA_c, partial [OS=Homo sapiens]",0.82,0.033752455,22.25586957224986,4011901.635,6004559.644,no hit,bf-GPI
LPCAT1,XP_011512434.1,PREDICTED: lysophosphatidylcholine acyltransferase 1 isoform X1 [OS=Homo sapiens],0.82,0.147311315,21.25705205377244,2147527.218,2864810.019,no hit,bf-GPI
oxytocinase splice variant 1 [Homo sapiens],AAB66672.1,oxytocinase splice variant 1 [OS=Homo sapiens],0.82,0.42450339,19.555910335957996,373534.7252,1167972.623,no hit,bf-GPI
MMAA,AAI01182.1,MMAA protein [OS=Homo sapiens],0.8,0.514236063,18.530214047059467,195373.9517,561773.125,no hit,bf-GPI
FMR1,AGO02164.1,Fragile X mental retardation 1 [OS=Homo sapiens],0.8,0.170529648,20.564675576073093,1126046.342,1975756.54,no hit,bf-GPI
AP2A2,NP_001229766.1,AP-2 complex subunit alpha-2 isoform 1 [OS=Homo sapiens],0.8,0.092150414,21.80521292193839,3499719.158,3829423.026,no hit,bf-GPI
RPL8,EAW82053.1,"ribosomal protein L8, isoform CRA_e [OS=Homo sapiens]",0.8,0.176110463,20.521094497732133,1097297.047,1912207.358,no hit,bf-GPI
BAH13078.1,BAH13078.1,unnamed protein product [OS=Homo sapiens],0.8,0.59458225,16.651985041969855,75096.22951,130860.9713,no hit,bf-GPI
APC5,AAF05753.1,Anaphase-promoting complex subunit 5 [OS=Homo sapiens],0.8,0.480514933,19.06443938322149,400055.4024,696417.9981,no hit,bf-GPI
PON2,AAH46160.1,Pon2 protein [OS=Homo sapiens],0.8,0.453267107,19.472193621222864,530741.2017,923861.39,no hit,bf-GPI
MYBPC3,ABQ59032.1,Mybpc3 protein [OS=Homo sapiens],0.8,0.491920366,18.85017368384943,638827.9103,306315.4723,no hit,bf-GPI
CHDH,XP_006713313.1,"PREDICTED: choline dehydrogenase, mitochondrial isoform X1 [OS=Homo sapiens]",0.8,0.585548273,17.00352057296452,95926.35957,166858.1251,no hit,bf-GPI
MDS025,AAG14948.1,MDS025 [OS=Homo sapiens],0.8,0.558508719,18.205074376656345,220967.4661,383403.3102,no hit,bf-GPI
CLN5,O75503.2,"RecName: Full=Ceroid-lipofuscinosis neuronal protein 5; Short=Protein CLN5; Contains: RecName: Full=Ceroid-lipofuscinosis neuronal protein 5, secreted form [OS=Homo sapiens]",0.79,0.468956234,19.209494667290492,443350.0839,769100.6258,no hit,bf-GPI
DENND5B,XP_005253383.1,PREDICTED: DENN domain-containing protein 5B isoform X1 [OS=Homo sapiens],0.79,0.319271061,19.80439075606335,669973.978,1161267.679,no hit,bf-GPI
COPS3,NP_001186054.1,COP9 signalosome complex subunit 3 isoform 2 [OS=Homo sapiens],0.79,0.092150414,21.917583741166393,2013134.828,5909691.466,no hit,bf-GPI
"electron transfer flavoprotein dehydrogenase, ETF dehydrogenase, ETF:ubiquinone oxido-reductase, ETF:QO [human, liver, Peptide, 617 aa]",AAB24227.1,"electron transfer flavoprotein dehydrogenase, ETF dehydrogenase, ETF:ubiquinone oxido-reductase, ETF:QO [OS=Homo sapiens]",0.79,0.185057153,20.435461256736396,1040306.802,1795762.305,no hit,bf-GPI
GLCE,XP_016877562.1,PREDICTED: D-glucuronyl C5-epimerase isoform X1 [OS=Homo sapiens],0.79,0.629008373,16.098657034944576,51484.44833,88864.33531,no hit,bf-GPI
HADH2,EAW93159.1,"hydroxyacyl-Coenzyme A dehydrogenase, type II, isoform CRA_c [OS=Homo sapiens]",0.79,6.85529e-4,23.97897995589896,13755832.13,19313256.63,no hit,bf-GPI
RPS6KA1,EAX07800.1,"ribosomal protein S6 kinase, 90kDa, polypeptide 1, isoform CRA_c [OS=Homo sapiens]",0.79,0.041011462,22.293877225334413,4144155.865,6139694.768,no hit,bf-GPI
SEC15L3,ABQ95573.1,SEC15-like protein 3 [OS=Homo sapiens],0.79,0.66506935,15.472924082207633,69083.03926,21875.665,no hit,bf-GPI
BAG36636.1,BAG36636.1,unnamed protein product [OS=Homo sapiens],0.79,0.485482853,19.03237814976592,393565.3906,678809.6754,no hit,bf-GPI
DKFZp686I166,CAI45989.1,Hypothetical protein [OS=Homo sapiens],0.78,0.596475159,17.042196983914522,99388.68641,170535.9219,no hit,bf-GPI
FNTA,EAW63188.1,"farnesyltransferase, CAAX box, alpha, isoform CRA_a [OS=Homo sapiens]",0.78,0.176110463,20.780421630412906,1487621.951,2114515.071,no hit,bf-GPI
CORO1B,NP_065174.1,Coronin-1B [OS=Homo sapiens],0.77,0.01331349,23.006572855920222,5370516.772,11483309.88,no hit,bf-GPI
H1-1,NP_005316.1,Histone H1.1 [OS=Homo sapiens],0.77,0.297930521,19.947344448324458,678673.8055,1343316.218,no hit,bf-GPI
ATL2,NP_001317392.1,atlastin-2 isoform 8 [OS=Homo sapiens],0.77,0.197268044,21.148323812193524,2028154.739,2620312.999,no hit,bf-GPI
OSTF1,XP_006717116.1,PREDICTED: osteoclast-stimulating factor 1 isoform X1 [OS=Homo sapiens],0.77,0.273157388,20.0503210235509,804320.0078,1367271.059,no hit,bf-GPI
VPS11,Q9H270.1,RecName: Full=Vacuolar protein sorting-associated protein 11 homolog; Short=hVPS11; AltName: Full=RING finger protein 108 [OS=Homo sapiens],0.76,0.566087188,17.576283466668713,96754.2891,294103.2843,no hit,bf-GPI
Rab11-family interacting protein 1B [Homo sapiens],AAQ18786.1,Rab11-family interacting protein 1B [OS=Homo sapiens],0.76,0.523037616,18.864087727875113,425898.4915,528404.4063,no hit,bf-GPI
PTK9L,CAG33013.1,PTK9L [OS=Homo sapiens],0.76,0.001861956,23.771479125254103,9810984.905,18828041.75,no hit,bf-GPI
SEC16A,O15027.3,RecName: Full=Protein transport protein Sec16A; AltName: Full=SEC16 homolog A [OS=Homo sapiens],0.76,0.157275055,21.296798909895045,2358519.065,2793830.011,no hit,bf-GPI
Rho guanine nucleotide exchange factor (GEF) 1 [Homo sapiens],AAP36089.1,Rho guanine nucleotide exchange factor (GEF) 1 [OS=Homo sapiens],0.76,0.180812342,20.665988131060896,1563188.68,1764267.257,no hit,bf-GPI
Hep27-like protein [Homo sapiens],AAQ13444.1,Hep27-like protein [OS=Homo sapiens],0.76,0.657274108,15.576027776016128,36284.82627,61412.25057,no hit,bf-GPI
MAP2K1,EAW77767.1,"mitogen-activated protein kinase kinase 1, isoform CRA_c [OS=Homo sapiens]",0.76,0.507254581,19.316765532527935,485748.0764,820290.0047,no hit,bf-GPI
GPN1,Q9HCN4.1,RecName: Full=GPN-loop GTPase 1; AltName: Full=MBD2-interacting protein; Short=MBDin; AltName: Full=RNAPII-associated protein 4; AltName: Full=XPA-binding protein 1 [OS=Homo sapiens],0.76,0.292938659,19.959750419072527,1044963.08,994489.34,no hit,bf-GPI
ACTR3,EAW95181.1,"ARP3 actin-related protein 3 homolog (yeast), isoform CRA_b [OS=Homo sapiens]",0.75,0.15147853,21.690160104613618,2521867.882,4245484.605,no hit,bf-GPI
DYNC1LI2,AAH25959.1,"Dynein, cytoplasmic 1, light intermediate chain 2 [OS=Homo sapiens]",0.75,0.50971454,19.398930371110346,582802.8205,799776.0683,no hit,bf-GPI
MAPK8IP3,XP_011520731.1,PREDICTED: C-Jun-amino-terminal kinase-interacting protein 3 isoform X1 [OS=Homo sapiens],0.75,0.672220111,15.711083515392025,40032.46271,67252.14022,no hit,bf-GPI
BAG37782.1,BAG37782.1,unnamed protein product [OS=Homo sapiens],0.75,0.647216393,16.496184033224157,69023.81481,115850.3409,no hit,bf-GPI
