Gene,Protein.ID,Protein.Description,logFC,AveExpr,comparison.label,sample,pvalue,hit_annotation
SERBP1,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein,-1.591718355,22.69307242,PA_UV vs PA_NoUV,membrane,0.015272705,candidate
PLOD2,O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",0.489964624,20.05299757,PA_UV vs PA_NoUV,membrane,0.015286722,no hit
YWHAG,P61981,14-3-3 protein gamma,-0.649263794,22.1471741,PA_UV vs PA_NoUV,membrane,0.015289248,candidate
RAB32,Q13637,Ras-related protein Rab-32,0.425561505,18.52945532,PA_UV vs PA_NoUV,membrane,0.015302984,no hit
HSPA9,P38646,"Stress-70 protein, mitochondrial",1.063634965,24.36163996,PA_UV vs PA_NoUV,membrane,0.015553062,candidate
TNFAIP8,O95379,Tumor necrosis factor alpha-induced protein 8,0.426659007,19.79887282,PA_UV vs PA_NoUV,membrane,0.015599222,no hit
FH,P07954,"Fumarate hydratase, mitochondrial",0.801636408,21.18584942,PA_UV vs PA_NoUV,membrane,0.015643225,candidate
TOR1AIP1,Q5JTV8,Torsin-1A-interacting protein 1,0.926643735,19.25526855,PA_UV vs PA_NoUV,membrane,0.016182204,candidate
SUMO2,P61956,Small ubiquitin-related modifier 2,-0.939603522,19.9201128,PA_UV vs PA_NoUV,membrane,0.016268574,candidate
GNAQ,P50148,Guanine nucleotide-binding protein G(q) subunit alpha,0.561800095,19.47984835,PA_UV vs PA_NoUV,membrane,0.016322624,no hit
TRMT10C,Q7L0Y3,tRNA methyltransferase 10 homolog C,0.660070102,18.76206443,PA_UV vs PA_NoUV,membrane,0.016734663,candidate
CACYBP,Q9HB71,Calcyclin-binding protein,-0.787640879,20.70782463,PA_UV vs PA_NoUV,membrane,0.016805429,candidate
ABCC4,O15439,ATP-binding cassette sub-family C member 4,0.523404696,18.55421216,PA_UV vs PA_NoUV,membrane,0.016980882,no hit
CNN2,Q99439,Calponin-2,-0.427612795,19.98097239,PA_UV vs PA_NoUV,membrane,0.017247624,no hit
ITPA,Q9BY32,Inosine triphosphate pyrophosphatase,-0.703587479,18.37298971,PA_UV vs PA_NoUV,membrane,0.017274402,candidate
MCTS1,Q9ULC4,Malignant T-cell-amplified sequence 1,-0.709721812,18.24585903,PA_UV vs PA_NoUV,membrane,0.017509661,candidate
PLAA,Q9Y263,Phospholipase A-2-activating protein,-0.541789675,19.41412819,PA_UV vs PA_NoUV,membrane,0.01768495,no hit
NUTF2,P61970,Nuclear transport factor 2,-0.627472651,18.28156045,PA_UV vs PA_NoUV,membrane,0.017707071,candidate
DECR2,Q9NUI1,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",0.702639284,16.29040184,PA_UV vs PA_NoUV,membrane,0.018064711,candidate
NPEPPS,P55786,Puromycin-sensitive aminopeptidase,-0.392821747,21.77458066,PA_UV vs PA_NoUV,membrane,0.01808034,no hit
CRELD2,Q6UXH1,Protein disulfide isomerase CRELD2,0.595632512,18.66198806,PA_UV vs PA_NoUV,membrane,0.018115048,candidate
RAB34,Q9BZG1,Ras-related protein Rab-34,0.588732377,19.87555721,PA_UV vs PA_NoUV,membrane,0.018358542,candidate
YWHAH,Q04917,14-3-3 protein eta,-0.654773859,21.80188024,PA_UV vs PA_NoUV,membrane,0.018528474,candidate
RHOG,P84095,Rho-related GTP-binding protein RhoG,0.376609866,21.99638949,PA_UV vs PA_NoUV,membrane,0.018787917,no hit
GNAI3,P08754,Guanine nucleotide-binding protein G(i) subunit alpha-3,0.618778982,23.357584,PA_UV vs PA_NoUV,membrane,0.01885562,candidate
SPCS3,P61009,Signal peptidase complex subunit 3,0.470008103,19.80335358,PA_UV vs PA_NoUV,membrane,0.019027868,no hit
PRDX6,P30041,Peroxiredoxin-6,-0.714091367,23.18319082,PA_UV vs PA_NoUV,membrane,0.019215126,candidate
RRM1,P23921,Ribonucleoside-diphosphate reductase large subunit,-0.499868696,20.03560781,PA_UV vs PA_NoUV,membrane,0.019358985,no hit
PTGR1,Q14914,Prostaglandin reductase 1,-0.674594377,19.58055068,PA_UV vs PA_NoUV,membrane,0.019579694,candidate
TM9SF2,Q99805,Transmembrane 9 superfamily member 2,-0.708100506,22.20822205,PA_UV vs PA_NoUV,membrane,0.01967642,candidate
TUBB,P07437,Tubulin beta chain,-0.592275809,23.48913112,PA_UV vs PA_NoUV,membrane,0.019751778,candidate
HADHA,P40939,"Trifunctional enzyme subunit alpha, mitochondrial",0.552159993,19.57503092,PA_UV vs PA_NoUV,membrane,0.020139861,no hit
PGD,P52209,"6-phosphogluconate dehydrogenase, decarboxylating",-0.786990707,19.75942883,PA_UV vs PA_NoUV,membrane,0.020235864,candidate
RAP1A,P62834,Ras-related protein Rap-1A,0.509753409,19.55483643,PA_UV vs PA_NoUV,membrane,0.020489823,no hit
ATP5PB,P24539,"ATP synthase F(0) complex subunit B1, mitochondrial",0.635526731,20.96036489,PA_UV vs PA_NoUV,membrane,0.020555623,candidate
SEC63,Q9UGP8,Translocation protein SEC63 homolog,0.806277752,19.0789413,PA_UV vs PA_NoUV,membrane,0.020927325,candidate
ZNF598,Q86UK7,E3 ubiquitin-protein ligase ZNF598,-0.737494509,19.00173196,PA_UV vs PA_NoUV,membrane,0.021015081,candidate
ACOX1,Q15067,Peroxisomal acyl-coenzyme A oxidase 1,0.549418926,19.59506369,PA_UV vs PA_NoUV,membrane,0.021139289,no hit
PGAM1,P18669,Phosphoglycerate mutase 1,-0.875617818,22.81494882,PA_UV vs PA_NoUV,membrane,0.022166212,candidate
PPA1,Q15181,Inorganic pyrophosphatase,-0.81759565,21.94119133,PA_UV vs PA_NoUV,membrane,0.022462099,candidate
RPN2,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,0.632614634,21.95535998,PA_UV vs PA_NoUV,membrane,0.022510232,candidate
SLC25A11,Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein,0.714619917,17.57678401,PA_UV vs PA_NoUV,membrane,0.022772446,candidate
PRKCSH,P14314,Glucosidase 2 subunit beta,0.590789309,23.66876665,PA_UV vs PA_NoUV,membrane,0.022789075,candidate
HSPH1,Q92598,Heat shock protein 105 kDa,-0.45915529,21.43735215,PA_UV vs PA_NoUV,membrane,0.023045724,no hit
TENM3,Q9P273,Teneurin-3,0.473674245,17.3745411,PA_UV vs PA_NoUV,membrane,0.02318862,no hit
SCCPDH,Q8NBX0,Saccharopine dehydrogenase-like oxidoreductase,0.651484694,18.73698275,PA_UV vs PA_NoUV,membrane,0.02328053,candidate
PLXNB2,O15031,Plexin-B2,0.42832795,24.07284467,PA_UV vs PA_NoUV,membrane,0.024018935,no hit
NPM1,P06748,Nucleophosmin,0.619615309,23.4320719,PA_UV vs PA_NoUV,membrane,0.024067514,candidate
CD46,P15529,Membrane cofactor protein,0.449834279,21.38186345,PA_UV vs PA_NoUV,membrane,0.024404722,no hit
CD9,P21926,CD9 antigen,0.823790502,21.39181596,PA_UV vs PA_NoUV,membrane,0.024433459,candidate
EWSR1,Q01844,RNA-binding protein EWS,-0.489455721,19.18135506,PA_UV vs PA_NoUV,membrane,0.025032526,no hit
ATP5F1A,P25705,"ATP synthase subunit alpha, mitochondrial",0.820982669,23.6922543,PA_UV vs PA_NoUV,membrane,0.025066988,candidate
PRPS1,P60891,Ribose-phosphate pyrophosphokinase 1,-0.449043072,17.57924334,PA_UV vs PA_NoUV,membrane,0.0251642,no hit
CS,O75390,"Citrate synthase, mitochondrial",0.845272896,19.95319981,PA_UV vs PA_NoUV,membrane,0.025214852,candidate
B4GALT1,P15291,"Beta-1,4-galactosyltransferase 1",-0.583888336,20.09930729,PA_UV vs PA_NoUV,membrane,0.025475766,no hit
PLIN3,O60664,Perilipin-3,-0.804414155,21.97667336,PA_UV vs PA_NoUV,membrane,0.02596093,candidate
TRAP1,Q12931,"Heat shock protein 75 kDa, mitochondrial",0.80123228,20.54970353,PA_UV vs PA_NoUV,membrane,0.026555105,candidate
NMT1,P30419,Glycylpeptide N-tetradecanoyltransferase 1,-1.058310352,20.92303535,PA_UV vs PA_NoUV,membrane,0.02686288,candidate
KPNB1,Q14974,Importin subunit beta-1,-0.623620285,23.28785656,PA_UV vs PA_NoUV,membrane,0.026909459,candidate
LDHB,P07195,L-lactate dehydrogenase B chain,-0.879732033,23.09270015,PA_UV vs PA_NoUV,membrane,0.026916288,candidate
VDAC3,Q9Y277,Voltage-dependent anion-selective channel protein 3,0.499737617,19.39272586,PA_UV vs PA_NoUV,membrane,0.026931675,no hit
MDH2,P40926,"Malate dehydrogenase, mitochondrial",0.676314864,22.39469081,PA_UV vs PA_NoUV,membrane,0.027049331,candidate
STEAP4,Q687X5,Metalloreductase STEAP4,0.594157674,21.13782805,PA_UV vs PA_NoUV,membrane,0.027133902,candidate
PTPRJ,Q12913,Receptor-type tyrosine-protein phosphatase eta,0.45519095,21.41858815,PA_UV vs PA_NoUV,membrane,0.027138102,no hit
SLC25A3,Q00325,"Phosphate carrier protein, mitochondrial",0.756081027,23.54654185,PA_UV vs PA_NoUV,membrane,0.027387618,candidate
RAB35,Q15286,Ras-related protein Rab-35,0.672002208,22.22297918,PA_UV vs PA_NoUV,membrane,0.027618503,candidate
PPIF,P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",0.82515646,20.32682237,PA_UV vs PA_NoUV,membrane,0.027720838,candidate
GLUD1,P00367,"Glutamate dehydrogenase 1, mitochondrial",0.919663447,20.37539729,PA_UV vs PA_NoUV,membrane,0.027961656,candidate
PTGFRN,Q9P2B2,Prostaglandin F2 receptor negative regulator,0.576921701,24.1518171,PA_UV vs PA_NoUV,membrane,0.028039918,no hit
SEC23B,Q15437,Protein transport protein Sec23B,-0.567555816,21.31748571,PA_UV vs PA_NoUV,membrane,0.028156456,no hit
ECH1,Q13011,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",0.914069883,20.01295868,PA_UV vs PA_NoUV,membrane,0.02853621,candidate
ATP11A,P98196,Phospholipid-transporting ATPase IH,0.387842249,18.15226865,PA_UV vs PA_NoUV,membrane,0.028702228,no hit
CSE1L,P55060,Exportin-2,-0.667859475,22.87853031,PA_UV vs PA_NoUV,membrane,0.029189869,candidate
STX4,Q12846,Syntaxin-4,0.814577255,18.70223548,PA_UV vs PA_NoUV,membrane,0.029190941,candidate
OLR1,P78380,Oxidized low-density lipoprotein receptor 1,0.558496141,20.72890154,PA_UV vs PA_NoUV,membrane,0.029331664,no hit
RDH11,Q8TC12,Retinol dehydrogenase 11,0.704686015,19.56687742,PA_UV vs PA_NoUV,membrane,0.02951196,candidate
IQGAP1,P46940,Ras GTPase-activating-like protein IQGAP1,1.06518002,23.6439439,PA_UV vs PA_NoUV,membrane,0.02971747,candidate
PSME3,P61289,Proteasome activator complex subunit 3,-0.467114626,21.13914282,PA_UV vs PA_NoUV,membrane,0.02975695,no hit
CLINT1,Q14677,Clathrin interactor 1,-0.83148804,21.19387236,PA_UV vs PA_NoUV,membrane,0.029987773,candidate
USP5,P45974,Ubiquitin carboxyl-terminal hydrolase 5,-0.499686577,19.91192223,PA_UV vs PA_NoUV,membrane,0.030178897,no hit
HPD,P32754,4-hydroxyphenylpyruvate dioxygenase,-0.593408372,21.75832163,PA_UV vs PA_NoUV,membrane,0.030260917,candidate
ACAT1,P24752,"Acetyl-CoA acetyltransferase, mitochondrial",0.740361932,21.0377508,PA_UV vs PA_NoUV,membrane,0.030547563,candidate
PITPNB,P48739,Phosphatidylinositol transfer protein beta isoform,-0.573434115,21.42643002,PA_UV vs PA_NoUV,membrane,0.031270711,no hit
CAND1,Q86VP6,Cullin-associated NEDD8-dissociated protein 1,-0.456541465,21.35746751,PA_UV vs PA_NoUV,membrane,0.031298991,no hit
SDC1,P18827,Syndecan-1,0.539743366,18.79794664,PA_UV vs PA_NoUV,membrane,0.031462993,no hit
BTF3,P20290,Transcription factor BTF3,-1.053309269,20.58420146,PA_UV vs PA_NoUV,membrane,0.032016289,candidate
TFG,Q92734,Protein TFG,-0.798269285,19.44342118,PA_UV vs PA_NoUV,membrane,0.03203245,candidate
SH3GLB1,Q9Y371,Endophilin-B1,-0.511332778,20.73293834,PA_UV vs PA_NoUV,membrane,0.032036031,no hit
PGP,A6NDG6,Glycerol-3-phosphate phosphatase,-0.451579526,19.69364046,PA_UV vs PA_NoUV,membrane,0.03222517,no hit
API5,Q9BZZ5,Apoptosis inhibitor 5,-0.550196516,21.10702583,PA_UV vs PA_NoUV,membrane,0.033019408,no hit
CD44,P16070,CD44 antigen,0.65384097,24.26944201,PA_UV vs PA_NoUV,membrane,0.033237886,candidate
RPS28,P62857,40S ribosomal protein S28,-0.517982667,21.38726571,PA_UV vs PA_NoUV,membrane,0.033240588,no hit
ANXA11,P50995,Annexin A11,-0.590639422,20.33126084,PA_UV vs PA_NoUV,membrane,0.033544163,candidate
ATP5F1C,P36542,"ATP synthase subunit gamma, mitochondrial",0.874008714,20.41805594,PA_UV vs PA_NoUV,membrane,0.033701134,candidate
SUPT16H,Q9Y5B9,FACT complex subunit SPT16,0.498260003,18.88565205,PA_UV vs PA_NoUV,membrane,0.034626061,no hit
PSME2,Q9UL46,Proteasome activator complex subunit 2,-0.647595038,21.83323762,PA_UV vs PA_NoUV,membrane,0.034654726,candidate
CLTA,P09496,Clathrin light chain A,-0.593223838,21.23164177,PA_UV vs PA_NoUV,membrane,0.035285407,candidate
SLIRP,Q9GZT3,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",0.864377862,19.92272683,PA_UV vs PA_NoUV,membrane,0.035686629,candidate
CLIC4,Q9Y696,Chloride intracellular channel protein 4,0.299613927,21.60365909,PA_UV vs PA_NoUV,membrane,0.035856342,no hit
HSPA4,P34932,Heat shock 70 kDa protein 4,-0.508587288,22.7410395,PA_UV vs PA_NoUV,membrane,0.036053609,no hit
DDOST,P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,0.52327033,23.03866095,PA_UV vs PA_NoUV,membrane,0.036848247,no hit
ABHD14B,Q96IU4,Putative protein-lysine deacylase ABHD14B,-0.457962302,17.96796735,PA_UV vs PA_NoUV,membrane,0.037006821,no hit
PDHX,O00330,"Pyruvate dehydrogenase protein X component, mitochondrial",0.490514678,18.38522952,PA_UV vs PA_NoUV,membrane,0.037462144,no hit
APOL2,Q9BQE5,Apolipoprotein L2,0.352404387,20.61599482,PA_UV vs PA_NoUV,membrane,0.037598421,no hit
S100A6,P06703,Protein S100-A6,-1.238316204,23.4559728,PA_UV vs PA_NoUV,membrane,0.037680593,candidate
MYDGF,Q969H8,Myeloid-derived growth factor,0.481565102,20.26115855,PA_UV vs PA_NoUV,membrane,0.038441664,no hit
CTTN,Q14247,Src substrate cortactin,0.698945766,19.81546467,PA_UV vs PA_NoUV,membrane,0.0385771,candidate
DPM1,O60762,Dolichol-phosphate mannosyltransferase subunit 1,0.689620376,18.83884158,PA_UV vs PA_NoUV,membrane,0.038772941,candidate
ADAM10,O14672,Disintegrin and metalloproteinase domain-containing protein 10,0.392548151,19.5456824,PA_UV vs PA_NoUV,membrane,0.038913622,no hit
NSDHL,Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",0.544363703,21.73326973,PA_UV vs PA_NoUV,membrane,0.039837553,no hit
NUBP1,P53384,Cytosolic Fe-S cluster assembly factor NUBP1,-0.735217099,17.65888399,PA_UV vs PA_NoUV,membrane,0.040351167,candidate
XPO7,Q9UIA9,Exportin-7,-0.426600716,18.30475657,PA_UV vs PA_NoUV,membrane,0.040551704,no hit
SORT1,Q99523,Sortilin,-0.359243892,19.23461681,PA_UV vs PA_NoUV,membrane,0.040619182,no hit
RAB31,Q13636,Ras-related protein Rab-31,0.377934639,21.63766888,PA_UV vs PA_NoUV,membrane,0.040645914,no hit
ALDOC,P09972,Fructose-bisphosphate aldolase C,-0.455296875,18.80107232,PA_UV vs PA_NoUV,membrane,0.040720433,no hit
SHMT2,P34897,"Serine hydroxymethyltransferase, mitochondrial",0.746894372,19.69566979,PA_UV vs PA_NoUV,membrane,0.040830277,candidate
PUF60,Q9UHX1,Poly(U)-binding-splicing factor PUF60,-0.368160048,20.93721131,PA_UV vs PA_NoUV,membrane,0.041045984,no hit
UBA1,P22314,Ubiquitin-like modifier-activating enzyme 1,-0.626340145,22.73847742,PA_UV vs PA_NoUV,membrane,0.041085383,candidate
ANXA1,P04083,Annexin A1,-0.343848472,20.46633891,PA_UV vs PA_NoUV,membrane,0.041378297,no hit
TYMP,P19971,Thymidine phosphorylase,-0.342184791,17.66247359,PA_UV vs PA_NoUV,membrane,0.042241316,no hit
LRRC59,Q96AG4,Leucine-rich repeat-containing protein 59,0.655657265,21.53055737,PA_UV vs PA_NoUV,membrane,0.042511953,candidate
PARK7,Q99497,Parkinson disease protein 7,-0.659335533,20.95250995,PA_UV vs PA_NoUV,membrane,0.043519671,candidate
PPP2R1A,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,-0.67096325,22.37568788,PA_UV vs PA_NoUV,membrane,0.043946983,candidate
BSG,P35613,Basigin,0.877915397,23.73736592,PA_UV vs PA_NoUV,membrane,0.043968621,candidate
ARF5,P84085,ADP-ribosylation factor 5,-0.577432558,18.69824154,PA_UV vs PA_NoUV,membrane,0.043986177,no hit
NAA20,P61599,N-alpha-acetyltransferase 20,-0.31561722,17.72029078,PA_UV vs PA_NoUV,membrane,0.044094805,no hit
PRDX1,Q06830,Peroxiredoxin-1,-0.827460678,25.17696,PA_UV vs PA_NoUV,membrane,0.044228293,candidate
CALM1,P0DP23,Calmodulin-1,0.520030154,21.72273714,PA_UV vs PA_NoUV,membrane,0.044239906,no hit
RDX,P35241,Radixin,0.947030775,22.77986462,PA_UV vs PA_NoUV,membrane,0.044251505,candidate
BUB3,O43684,Mitotic checkpoint protein BUB3,-0.377800169,20.07637819,PA_UV vs PA_NoUV,membrane,0.044446298,no hit
AP2A1,O95782,AP-2 complex subunit alpha-1,0.340959264,20.75117356,PA_UV vs PA_NoUV,membrane,0.044703026,no hit
RMDN1,Q96DB5,Regulator of microtubule dynamics protein 1,0.527512826,19.23078238,PA_UV vs PA_NoUV,membrane,0.044791229,no hit
FKBP4,Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4,-0.447942805,19.98468402,PA_UV vs PA_NoUV,membrane,0.045231221,no hit
SSR4,P51571,Translocon-associated protein subunit delta,0.519639121,22.55833495,PA_UV vs PA_NoUV,membrane,0.045494115,no hit
FAM162A,Q96A26,Protein FAM162A,0.626520659,19.27324673,PA_UV vs PA_NoUV,membrane,0.04564965,candidate
HSPA4L,O95757,Heat shock 70 kDa protein 4L,-0.314372422,19.54853584,PA_UV vs PA_NoUV,membrane,0.046116929,no hit
AP1B1,Q10567,AP-1 complex subunit beta-1,-0.417874646,21.59317433,PA_UV vs PA_NoUV,membrane,0.046170707,no hit
PTGES,O14684,Prostaglandin E synthase,0.395245248,20.02369584,PA_UV vs PA_NoUV,membrane,0.046276056,no hit
NECTIN2,Q92692,Nectin-2,0.325029401,21.73010969,PA_UV vs PA_NoUV,membrane,0.046375708,no hit
ICAM1,P05362,Intercellular adhesion molecule 1,0.441810752,22.36689845,PA_UV vs PA_NoUV,membrane,0.046408968,no hit
DSP,P15924,Desmoplakin,-0.552058461,22.54851272,PA_UV vs PA_NoUV,membrane,0.046998206,no hit
ERBIN,Q96RT1,Erbin,0.360248365,19.10746774,PA_UV vs PA_NoUV,membrane,0.048082481,no hit
BTN2A1,Q7KYR7,Butyrophilin subfamily 2 member A1,0.359596212,18.36929773,PA_UV vs PA_NoUV,membrane,0.048486333,no hit
RTN4,Q9NQC3,Reticulon-4,-0.466158877,21.92716584,PA_UV vs PA_NoUV,membrane,0.048781968,no hit
ARPC5L,Q9BPX5,Actin-related protein 2/3 complex subunit 5-like protein,0.437052462,17.77043972,PA_UV vs PA_NoUV,membrane,0.049102412,no hit
ACADM,P11310,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0.474185801,19.45417321,PA_UV vs PA_NoUV,membrane,0.04914575,no hit
ANP32B,Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B,-0.729212267,18.87144801,PA_UV vs PA_NoUV,membrane,0.049419697,no hit
NNMT,P40261,Nicotinamide N-methyltransferase,-0.930682286,20.01688719,PA_UV vs PA_NoUV,membrane,0.049720252,no hit
SDHA,P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",0.566119353,21.06973098,PA_UV vs PA_NoUV,membrane,0.04996927,no hit
DYNLL1,P63167,"Dynein light chain 1, cytoplasmic",-0.613681974,20.68198747,PA_UV vs PA_NoUV,membrane,0.050244589,no hit
OCIAD1,Q9NX40,OCIA domain-containing protein 1,0.421921674,18.89468688,PA_UV vs PA_NoUV,membrane,0.050258263,no hit
HIBADH,P31937,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",0.766728441,17.31081027,PA_UV vs PA_NoUV,membrane,0.050460178,no hit
GIGYF2,Q6Y7W6,GRB10-interacting GYF protein 2,-0.964350863,18.41127301,PA_UV vs PA_NoUV,membrane,0.05113453,no hit
HSD17B10,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,0.504087204,21.20980756,PA_UV vs PA_NoUV,membrane,0.05133291,no hit
NOP16,Q9Y3C1,Nucleolar protein 16,-0.812901154,18.41481103,PA_UV vs PA_NoUV,membrane,0.051357601,no hit
RP2,O75695,Protein XRP2,0.491020718,22.68573531,PA_UV vs PA_NoUV,membrane,0.05146065,no hit
NME2,P22392,Nucleoside diphosphate kinase B,-0.550386759,20.61577855,PA_UV vs PA_NoUV,membrane,0.051628302,no hit
SLC29A2,Q14542,Equilibrative nucleoside transporter 2,0.550531629,18.01309577,PA_UV vs PA_NoUV,membrane,0.051792387,no hit
PRMT1,Q99873,Protein arginine N-methyltransferase 1,-0.330480106,19.40461039,PA_UV vs PA_NoUV,membrane,0.051998221,no hit
BST2,Q10589,Bone marrow stromal antigen 2,-0.436181118,21.47909647,PA_UV vs PA_NoUV,membrane,0.052020385,no hit
RNH1,P13489,Ribonuclease inhibitor,-0.472877117,20.08380736,PA_UV vs PA_NoUV,membrane,0.052069497,no hit
PA2G4,Q9UQ80,Proliferation-associated protein 2G4,-0.850659432,23.44492625,PA_UV vs PA_NoUV,membrane,0.052721436,no hit
PAK2,Q13177,Serine/threonine-protein kinase PAK 2,-0.482366903,20.03983199,PA_UV vs PA_NoUV,membrane,0.05331875,no hit
PTGES3,Q15185,Prostaglandin E synthase 3,-0.538621143,20.21386776,PA_UV vs PA_NoUV,membrane,0.053908281,no hit
DHCR7,Q9UBM7,7-dehydrocholesterol reductase,0.513087476,21.68210403,PA_UV vs PA_NoUV,membrane,0.054102119,no hit
S100A11,P31949,Protein S100-A11,-0.834861432,21.48856321,PA_UV vs PA_NoUV,membrane,0.054112674,no hit
SKP1,P63208,S-phase kinase-associated protein 1,-0.536141099,20.55017996,PA_UV vs PA_NoUV,membrane,0.054551589,no hit
GPRC5C,Q9NQ84,G-protein coupled receptor family C group 5 member C,0.503354524,18.7483469,PA_UV vs PA_NoUV,membrane,0.054555849,no hit
PTP4A2,Q12974,Protein tyrosine phosphatase type IVA 2,0.479306756,19.12474323,PA_UV vs PA_NoUV,membrane,0.05465604,no hit
NAPRT,Q6XQN6,Nicotinate phosphoribosyltransferase,-0.370388642,18.35882471,PA_UV vs PA_NoUV,membrane,0.05468443,no hit
ERP29,P30040,Endoplasmic reticulum resident protein 29,0.827680758,22.47308826,PA_UV vs PA_NoUV,membrane,0.054734249,no hit
SLC35B2,Q8TB61,Adenosine 3'-phospho 5'-phosphosulfate transporter 1,-0.373290351,20.76021841,PA_UV vs PA_NoUV,membrane,0.054802092,no hit
F11R,Q9Y624,Junctional adhesion molecule A,0.534073332,22.29702609,PA_UV vs PA_NoUV,membrane,0.055327197,no hit
GLO1,Q04760,Lactoylglutathione lyase,-0.779278396,20.93949864,PA_UV vs PA_NoUV,membrane,0.055497557,no hit
HSP90B1,P14625,Endoplasmin,0.714457204,24.46919624,PA_UV vs PA_NoUV,membrane,0.055710584,no hit
EXOC7,Q9UPT5,Exocyst complex component 7,0.348995042,18.19175895,PA_UV vs PA_NoUV,membrane,0.055786032,no hit
ABCG2,Q9UNQ0,Broad substrate specificity ATP-binding cassette transporter ABCG2,0.77979968,21.19702126,PA_UV vs PA_NoUV,membrane,0.056071937,no hit
GPI,P06744,Glucose-6-phosphate isomerase,-0.540853661,22.2410408,PA_UV vs PA_NoUV,membrane,0.056432185,no hit
CD59,P13987,CD59 glycoprotein,0.421792769,22.79090798,PA_UV vs PA_NoUV,membrane,0.05685811,no hit
PRDX3,P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial",1.115283864,21.95756559,PA_UV vs PA_NoUV,membrane,0.05710882,no hit
