Trial,Accession,gene_name,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Fold_change,Control_abundance,Sample_abundance,,,
1,NP_001265135.1,SLC43A3,solute carrier family 43 member 3 isoform 2 [Homo sapiens],5,2,2,2,504,55.8,4.66,2,100,0,2248959.313,,,
1,NP_001129676.1,RCC2,protein RCC2 [Homo sapiens],12,3,6,3,522,56,13.18,3,100,0,2239345.313,,,
1,NP_001096137.1,PSMA4,proteasome subunit alpha type-4 isoform 1 [Homo sapiens],10,2,4,2,261,29.5,9.95,2,13.169,169536.1563,2232677.5,,,
3,NP_000413.1,KRT17,"keratin, type I cytoskeletal 17 [Homo sapiens]",18,5,8,3,432,48.1,17.83,5,2.93,759776.9375,2226278.25,,,
1,NP_005403.2,SHMT2,"serine hydroxymethyltransferase, mitochondrial isoform 1 precursor [Homo sapiens]",5,2,4,2,504,56,10.79,2,14.411,153548.2656,2212778.438,,,
1,NP_001036015.1,SMC2,structural maintenance of chromosomes protein 2 [Homo sapiens],3,3,3,3,1197,135.6,7.35,3,100,0,2210532.938,,,
1,NP_919223.1,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3 isoform a [Homo sapiens],8,2,3,2,378,39.6,9.66,2,23.655,93268.90625,2206288.25,,,
1,NP_002261.3,TNPO1,transportin-1 isoform 1 [Homo sapiens],7,3,4,3,898,102.3,12.6,3,14.791,148411.9648,2195170.75,,,
1,NP_006450.2,ERLIN1,erlin-1 isoform a [Homo sapiens],9,3,3,3,348,39.1,8.32,3,48.959,44691.3125,2188022.5,,,
3,NP_004437.2,EPRS1,bifunctional glutamate/proline--tRNA ligase [Homo sapiens],4,2,5,2,1512,170.5,9.81,2,4.4,496672.1563,2185347.563,,,
1,NP_001155901.1,PDCD6IP,programmed cell death 6-interacting protein isoform 2 [Homo sapiens],4,3,4,3,873,96.7,9.98,3,20.649,105299.0273,2174352.781,,,
1,NP_976251.1,ACSL3,long-chain-fatty-acid--CoA ligase 3 [Homo sapiens],6,3,3,3,720,80.4,8.37,3,27.812,77667,2160105.25,,,
3,XP_006714132.1,PDLIM5,PREDICTED: PDZ and LIM domain protein 5 isoform X6 [Homo sapiens],10,3,6,3,607,65.1,8.86,3,5.004,428520.7813,2144224.688,,,
3,NP_000517.2,KRT14,"keratin, type I cytoskeletal 14 [Homo sapiens]",21,7,14,4,472,51.6,35.19,7,0.3,7116158.375,2133886.469,,,
1,NP_710154.1,IKBIP,inhibitor of nuclear factor kappa-B kinase-interacting protein isoform 1 [Homo sapiens],10,3,3,3,377,43.1,6.86,3,100,0,2117860.375,,,
1,NP_060225.4,NSUN2,tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens],9,4,12,4,767,86.4,22.95,4,17.214,122424.3516,2107456.375,,,
2,NP_037368.1,ATXN10,ataxin-10 isoform 1 [Homo sapiens],6,2,3,2,475,53.5,6.35,2,2.165,958826.9375,2076084.125,,,
2,XP_005257584.1,CCDC47,PREDICTED: coiled-coil domain-containing protein 47 isoform X1 [Homo sapiens],9,2,2,2,483,55.8,4.89,2,100,0,2072036.375,,,
1,NP_006849.1,TMED1,transmembrane emp24 domain-containing protein 1 precursor [Homo sapiens],10,2,2,2,227,25.2,4.73,2,100,0,2031596.5,,,
3,NP_149129.2,CALD1,caldesmon isoform 1 [Homo sapiens],4,2,2,2,793,93.2,4.69,2,39.566,51290.29688,2029361.078,,,
1,XP_005264438.1,TMEM214,PREDICTED: transmembrane protein 214 isoform X1 [Homo sapiens],3,2,2,2,753,84,4.54,2,100,0,2022247.375,,,
2,NP_006406.1,SPTLC1,serine palmitoyltransferase 1 isoform a [Homo sapiens],5,2,2,2,473,52.7,4.62,2,5.877,343198.25,2017111.75,,,
1,NP_001349.2,DHX15,pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 [Homo sapiens],5,3,4,3,795,90.9,7.08,3,12.983,153071.9258,1987370.875,,,
2,NP_005311.1,H1-3,histone H1.3 [Homo sapiens],11,2,2,2,221,22.3,4.3,2,1.147,1729774.25,1984316.25,,,
1,NP_835361.1,SLC35B2,adenosine 3'-phospho 5'-phosphosulfate transporter 1 isoform a precursor [Homo sapiens],5,2,2,2,432,47.5,4.1,2,42.788,46285.09375,1980468.875,,,
1,NP_001340.2,DARS1,"aspartate--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",4,2,2,2,501,57.1,4.06,2,19.481,101382.8398,1975073.063,,,
2,NP_114414.2,EIF2A,eukaryotic translation initiation factor 2A isoform 1 [Homo sapiens],5,2,2,2,585,64.9,5.02,2,2.841,694980.7188,1974586.031,,,
2,NP_064551.3,MCCC1,"methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial isoform 1 precursor [Homo sapiens]",5,2,3,2,725,80.4,7.68,2,1.321,1492467.625,1971116.594,,,
1,NP_001337404.1,CAP1,adenylyl cyclase-associated protein 1 isoform a [Homo sapiens],27,6,12,6,475,51.6,28.55,6,52.017,37770.9375,1964731.5,,,
1,XP_006714812.1,G3BP,PREDICTED: ras GTPase-activating protein-binding protein 1 isoform X1 [Homo sapiens],7,2,2,2,466,52.1,5.24,2,19.319,99791.75391,1927893.313,,,
2,NP_001269581.1,STIP1,stress-induced-phosphoprotein 1 isoform a [Homo sapiens],5,2,2,2,590,68,4.19,2,7.216,266687.0313,1924334.75,,,
2,NP_006827.1,GCN1,eIF-2-alpha kinase activator GCN1 [Homo sapiens],2,2,2,2,2671,292.5,5.81,2,4.034,470166.625,1896673,,,
3,NP_001307.2,CSE1L,exportin-2 isoform 1 [Homo sapiens],3,2,5,2,971,110.3,12.6,2,4.628,407766.2188,1887137.75,,,
2,NP_005800.3,PRDX2,peroxiredoxin-2 [Homo sapiens],14,2,2,1,198,21.9,4.21,2,100,0,1885016.25,,,
1,NP_002379.3,MCM3,DNA replication licensing factor MCM3 isoform 1 [Homo sapiens],7,4,4,4,853,95.8,9.95,4,47.21,39840.14844,1880844.656,,,
1,NP_005545.1,KRT6A,"keratin, type II cytoskeletal 6C [Homo sapiens]",26,11,17,4,564,60,41.52,11,1.709,1098331.891,1876888.125,,,
3,NP_001171712.1,VDAC2,voltage-dependent anion-selective channel protein 2 isoform 1 [Homo sapiens],20,3,6,3,309,33.4,12.23,3,1.874,991812.4375,1859053.625,,,
1,NP_112740.1,HNRNPDL,heterogeneous nuclear ribonucleoprotein D-like isoform a [Homo sapiens],15,4,6,2,420,46.4,14.26,4,14.891,124570.4453,1854959.5,,,
3,NP_000024.2,ABCD1,ATP-binding cassette sub-family D member 1 [Homo sapiens],4,2,2,2,745,82.9,4.97,2,100,0,1844644.25,,,
2,NP_000117.1,ETFA,"electron transfer flavoprotein subunit alpha, mitochondrial isoform a [Homo sapiens]",9,2,2,2,333,35.1,4.28,2,38.71,47602.69531,1842708.313,,,
3,NP_064551.3,MCCC1,"methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial isoform 1 precursor [Homo sapiens]",9,3,6,3,725,80.4,10.54,3,0.653,2811607,1836988.75,,,
2,NP_054706.1,VCL,vinculin isoform meta-VCL [Homo sapiens],4,2,4,2,1134,123.7,10.18,2,2.671,685281.125,1830412.625,,,
1,NP_006187.2,PCBP1,poly(rC)-binding protein 1 [Homo sapiens],27,5,21,3,356,37.5,53.29,5,26.82,68230.08594,1829912.219,,,
1,XP_011507753.1,CERS2,PREDICTED: ceramide synthase 2 isoform X1 [Homo sapiens],12,3,3,3,400,47,8.02,3,100,0,1820336.688,,,
2,XP_005256246.1,HSDL1,PREDICTED: inactive hydroxysteroid dehydrogenase-like protein 1 isoform X1 [Homo sapiens],10,2,2,2,330,37,6,2,100,0,1809393.563,,,
2,NP_006296.1,ANP32A,acidic leucine-rich nuclear phosphoprotein 32 family member A [Homo sapiens],18,2,4,2,249,28.6,9.8,2,1.027,1755570.125,1802984.5,,,
1,XP_005264337.1,HK2,PREDICTED: hexokinase-2 isoform X1 [Homo sapiens],5,4,5,4,938,104.7,13.1,4,69.549,25914.48633,1802315.5,,,
1,NP_056274.3,ATL3,atlastin-3 isoform 1 [Homo sapiens],7,2,4,2,541,60.5,10.84,2,100,0,1791051.75,,,
1,NP_003633.1,HAT1,histone acetyltransferase type B catalytic subunit [Homo sapiens],7,2,3,2,419,49.5,8.71,2,64.004,27861.03711,1783206,,,
1,NP_006491.2,MCAM,cell surface glycoprotein MUC18 precursor [Homo sapiens],13,4,8,4,646,71.6,17.45,4,68.907,25524.18555,1758806.5,,,
2,XP_016885777.1,HLA-A,"PREDICTED: HLA class I histocompatibility antigen, A-1 alpha chain isoform X1 [Homo sapiens]",10,3,7,2,362,40.6,15.49,3,3.351,523081.8438,1752848.375,,,
1,NP_055555.1,EIF4A3,eukaryotic initiation factor 4A-III [Homo sapiens],16,4,9,3,411,46.8,20.01,4,100,0,1744665.453,,,
1,NP_001191020.1,RPS10,40S ribosomal protein S10 [Homo sapiens],16,2,3,2,165,18.9,7.21,2,12.935,134732.498,1742828.594,,,
1,NP_001338588.1,SLC39A14,zinc transporter ZIP14 isoform d [Homo sapiens],7,2,5,2,502,55.4,10.71,2,100,0,1730666.281,,,
1,NP_037473.3,OLA1,obg-like ATPase 1 isoform 1 [Homo sapiens],10,3,3,3,396,44.7,7.16,3,23.473,73109.73438,1716100.156,,,
1,NP_036256.2,CHORDC1,cysteine and histidine-rich domain-containing protein 1 isoform a [Homo sapiens],19,4,4,4,332,37.5,11.2,4,48.425,35399.875,1714245.375,,,
3,XP_016871898.1,CISD1,PREDICTED: CDGSH iron-sulfur domain-containing protein 1 isoform X1 [Homo sapiens],19,2,2,2,150,17.2,5.35,2,100,0,1711064,,,
2,XP_016859290.1,GFPT1,PREDICTED: glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 isoform X1 [Homo sapiens],4,2,2,2,724,81.5,4.17,2,3.473,490342.5625,1703130.5,,,
1,NP_722550.1,RTN4,reticulon-4 isoform B [Homo sapiens],20,4,5,4,373,40.3,14.34,4,100,0,1697936.375,,,
3,NP_001307540.1,KPNA2,importin subunit alpha-1 [Homo sapiens],7,2,5,2,529,57.8,6.96,2,4.376,385441.9688,1686868.75,,,
1,NP_001002.1,RPS7,40S ribosomal protein S7 [Homo sapiens],26,4,5,4,194,22.1,13.1,4,36.535,46138.16797,1685644.719,,,
1,NP_001310342.1,ALDH18A1,delta-1-pyrroline-5-carboxylate synthase isoform 1 [Homo sapiens],3,2,2,2,795,87.2,5.51,2,18.348,91724.00293,1682959.031,,,
2,NP_001027454.1,TMPO,thymopoietin isoform beta [Homo sapiens],19,4,7,2,454,50.6,14.99,4,100,0,1678436.75,,,
1,NP_954659.1,MATR3,matrin-3 isoform a [Homo sapiens],6,3,4,3,847,94.6,7.27,3,12.169,137471.7578,1672925.063,,,
2,NP_003267.1,TMPO,thymopoietin isoform alpha [Homo sapiens],8,3,3,1,694,75.4,6.78,3,100,0,1671519.25,,,
1,NP_006817.1,YWHAQ,14-3-3 protein theta [Homo sapiens],17,3,8,2,245,27.7,20.39,3,14.288,116644.9063,1666642.125,,,
1,NP_001518.3,HDAC2,histone deacetylase 2 [Homo sapiens],6,2,2,2,488,55.3,6.98,2,29.589,56037.62891,1658095.313,,,
1,NP_001104547.1,EZR,ezrin [Homo sapiens],6,3,5,1,586,69.4,12.48,3,17.856,92721.57813,1655645.25,,,
1,NP_001914.3,DDB1,DNA damage-binding protein 1 [Homo sapiens],4,2,4,2,1140,126.9,13.21,2,34.474,47435.44531,1635310.188,,,
1,NP_001092006.1,USP5,ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens],5,3,3,3,858,95.7,7.32,3,12.636,129411.7773,1635286.563,,,
1,NP_001087240.1,TXNRD1,"thioredoxin reductase 1, cytoplasmic isoform 5 [Homo sapiens]",12,4,5,4,649,70.9,15.63,4,7.96,205163.7227,1633024.781,,,
1,NP_001132929.1,BCAP31,B-cell receptor-associated protein 31 isoform a [Homo sapiens],15,4,4,4,313,34.7,10.32,4,100,0,1629546,,,
1,NP_006105.1,TOMM40,mitochondrial import receptor subunit TOM40 homolog [Homo sapiens],12,2,2,2,361,37.9,5.22,2,20.88,78002.49219,1628676.5,,,
1,XP_016873238.1,CAPRIN1,PREDICTED: caprin-1 isoform X1 [Homo sapiens],9,3,4,3,709,78.3,10.76,3,28.347,56969.27344,1614915.375,,,
1,XP_005253521.1,RECQL,PREDICTED: ATP-dependent DNA helicase Q1 isoform X1 [Homo sapiens],4,2,4,2,649,73.4,11.29,2,31.55,50899.27734,1605886.844,,,
2,NP_001123561.1,KARS1,lysine--tRNA ligase isoform 1 [Homo sapiens],7,2,5,2,625,71.5,11.17,2,3.199,496260.2656,1587729.813,,,
1,NP_001257368.1,ARPC5,actin-related protein 2/3 complex subunit 5 isoform 2 [Homo sapiens],31,2,3,2,154,16.6,8.18,2,20.453,77358.88281,1582203.875,,,
2,NP_055045.2,SRP68,signal recognition particle subunit SRP68 isoform 1 [Homo sapiens],7,2,3,2,627,70.7,5.43,2,100,0,1570842.5,,,
1,NP_000627.2,SOD2,"superoxide dismutase [Mn], mitochondrial isoform A precursor [Homo sapiens]",13,2,2,2,222,24.7,5.26,2,12.837,122316.25,1570207.75,,,
1,NP_064502.9,LARS1,"leucine--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",5,4,4,4,1176,134.4,10.58,4,58.87,26641.33594,1568386.844,,,
1,NP_057671.2,CBX3,chromobox protein homolog 3 [Homo sapiens],16,3,3,3,183,20.8,7.08,3,24.741,63028.83203,1559401.25,,,
1,NP_001265045.1,L1CAM,neural cell adhesion molecule L1 isoform 1 precursor [Homo sapiens],3,2,4,2,1257,139.9,11.52,2,100,0,1554982.375,,,
2,XP_011531962.1,ACPH,PREDICTED: acylamino-acid-releasing enzyme isoform X3 [Homo sapiens],4,2,2,2,732,81.2,4.64,2,1.603,964683.4063,1546554.188,,,
1,XP_011510613.1,SMC4,PREDICTED: structural maintenance of chromosomes protein 4 isoform X1 [Homo sapiens],4,4,4,4,1288,147.1,10.25,4,45.576,33932.55078,1546495.066,,,
1,NP_002152.2,IARS1,"isoleucine--tRNA ligase, cytoplasmic [Homo sapiens]",2,2,2,2,1262,144.4,5.03,2,15.232,101252.6328,1542328.875,,,
1,NP_004090.4,STOM,erythrocyte band 7 integral membrane protein isoform a [Homo sapiens],12,2,2,2,288,31.7,5.59,2,100,0,1539300.5,,,
1,NP_001073027.1,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U-like protein 2 [Homo sapiens],11,5,7,5,747,85.1,16.03,5,100,0,1535544.25,,,
3,NP_733765.1,ATP2A2,sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens],3,2,3,2,1042,114.7,7.82,2,100,0,1529887.281,,,
2,NP_004550.2,YBX1,nuclease-sensitive element-binding protein 1 [Homo sapiens],37,6,21,4,324,35.9,42.85,6,0.103,14764248.88,1525933.625,,,
1,NP_002788.1,PSMB5,proteasome subunit beta type-5 isoform 1 [Homo sapiens],22,4,4,4,263,28.5,9.07,4,28.948,52645.52344,1523960.063,,,
1,NP_149129.2,CALD1,caldesmon isoform 1 [Homo sapiens],9,4,7,4,793,93.2,17.03,4,31.357,48281.67969,1513972.688,,,
1,XP_011536806.1,PPP1CC,PREDICTED: serine/threonine-protein phosphatase PP1-gamma catalytic subunit isoform X1 [Homo sapiens],9,2,2,2,362,41.4,5.87,2,57.055,26473.48047,1510439.375,,,
3,NP_002119.1,HMGB1,high mobility group protein B1 [Homo sapiens],36,4,5,3,215,24.9,11.39,4,100,0,1509621.75,,,
1,NP_001336387.1,SNRPN,small nuclear ribonucleoprotein-associated protein N [Homo sapiens],10,2,2,2,240,24.6,4.88,2,10.317,146081.7656,1507166.375,,,
1,NP_006126.1,CAPZA1,F-actin-capping protein subunit alpha-1 [Homo sapiens],20,3,6,3,286,32.9,12.41,3,100,0,1506576.469,,,
1,NP_001276033.1,PRKCSH,glucosidase 2 subunit beta isoform 3 precursor [Homo sapiens],4,2,2,2,535,60.2,4.42,2,30.509,49101.18359,1498051.844,,,
1,NP_004757.1,COPB2,coatomer subunit beta' [Homo sapiens],6,3,3,3,906,102.4,8.6,3,6.037,246449.6992,1487822.5,,,
3,NP_006089.1,RACK1,receptor of activated protein C kinase 1 [Homo sapiens],14,2,3,2,317,35.1,5.12,2,2.256,651134.9375,1468778.125,,,
2,NP_006422.1,CCT2,T-complex protein 1 subunit beta isoform 1 [Homo sapiens],7,2,2,2,535,57.5,5.05,2,3.41,424514.5313,1447437.75,,,
2,XP_016878726.1,ABCC1,PREDICTED: multidrug resistance-associated protein 1 isoform X1 [Homo sapiens],3,3,6,3,1549,173.8,17.53,3,7.447,193369.5469,1440067.313,,,
3,NP_001229971.1,HLA-C,"HLA class I histocompatibility antigen, Cw-1 alpha chain precursor [Homo sapiens]",10,2,3,1,366,40.7,4.77,2,100,0,1437977.75,,,
3,NP_005042.1,QARS1,glutamine--tRNA ligase isoform a [Homo sapiens],4,2,2,2,775,87.7,4.44,2,3.683,387331.5859,1426528.5,,,
2,XP_011532847.1,HNRNPH1,PREDICTED: heterogeneous nuclear ribonucleoprotein H isoform X1 [Homo sapiens],13,4,9,4,472,51.2,15.36,4,100,0,1416561.75,,,
1,NP_006808.1,ERP29,endoplasmic reticulum resident protein 29 isoform 1 precursor [Homo sapiens],15,3,4,3,261,29,10.22,3,24.048,58837.85156,1414935.813,,,
1,NP_064628.1,TOMM22,mitochondrial import receptor subunit TOM22 homolog [Homo sapiens],26,2,2,2,142,15.5,7.13,2,100,0,1411070.438,,,
1,XP_011528279.1,ADSL,PREDICTED: adenylosuccinate lyase isoform X1 [Homo sapiens],4,2,2,2,526,59.3,4.45,2,13.269,105359.5508,1398045.188,,,
1,NP_037425.1,TRA2A,transformer-2 protein homolog alpha isoform 1 [Homo sapiens],8,2,2,2,282,32.7,4.74,2,42.663,32465.47656,1385084.719,,,
1,XP_016873515.1,PSMC3,PREDICTED: 26S protease regulatory subunit 6A isoform X1 [Homo sapiens],7,2,3,2,461,51.2,8.99,2,30.267,45759.52734,1384983.875,,,
1,XP_006717308.1,SPTAN1,"PREDICTED: spectrin alpha chain, non-erythrocytic 1 isoform X1 [Homo sapiens]",2,4,4,4,2510,288.9,9.45,4,18.073,76247.9375,1378033.5,,,
1,NP_057018.1,NOP58,nucleolar protein 58 [Homo sapiens],9,3,3,3,529,59.5,8.33,3,34.384,39799.83203,1368493.594,,,
1,NP_001279.2,CLIC1,chloride intracellular channel protein 1 [Homo sapiens],16,2,5,2,241,26.9,13.02,2,13.825,98813.4375,1366084.375,,,
1,NP_002794.1,PSMC2,26S proteasome regulatory subunit 7 isoform 1 [Homo sapiens],6,2,3,2,433,48.6,7.09,2,16.949,80536.58594,1365010.25,,,
1,NP_001009931.1,HRNR,hornerin [Homo sapiens],9,3,11,3,2850,282.2,35.83,3,5.388,253079.4282,1363703.547,,,
1,XP_016860272.1,STAT1,PREDICTED: signal transducer and activator of transcription 1-alpha/beta isoform X1 [Homo sapiens],3,2,2,2,752,87.6,4.55,2,100,0,1363179.938,,,
1,XP_005262724.1,UGDH,PREDICTED: UDP-glucose 6-dehydrogenase isoform X1 [Homo sapiens],5,2,2,2,507,56.4,4.98,2,20.67,65779.17969,1359662.5,,,
2,NP_005548.2,KRT16,"keratin, type I cytoskeletal 16 [Homo sapiens]",18,6,8,3,473,51.2,17.48,6,2.153,626681.6875,1349449.25,,,
1,NP_000517.2,KRT14,"keratin, type I cytoskeletal 14 [Homo sapiens]",31,12,27,2,472,51.6,68.98,12,2.83,476656.25,1348865.563,,,
1,NP_057215.3,RAB10,ras-related protein Rab-10 [Homo sapiens],18,2,2,2,200,22.5,5.15,2,34.337,39136.4375,1343832.875,,,
1,XP_016865174.1,SDHA,"PREDICTED: succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial isoform X1 [Homo sapiens]",4,2,2,2,785,85.6,6.23,2,21.046,63385.59473,1333985.531,,,
1,NP_001311230.1,RPN2,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform 4 precursor [Homo sapiens],8,4,5,4,663,73,10.49,4,19.516,68009.9375,1327272.438,,,
1,NP_004138.1,DRG1,developmentally-regulated GTP-binding protein 1 [Homo sapiens],13,3,4,3,367,40.5,10.3,3,27.139,48362.1875,1312481.094,,,
2,XP_016877209.1,ACTN1,PREDICTED: alpha-actinin-1 isoform X1 [Homo sapiens],4,3,4,1,1106,125.7,8.73,3,100,0,1290568.5,,,
1,NP_542165.1,DDX39B,spliceosome RNA helicase DDX39B [Homo sapiens],9,3,3,2,428,49,6.88,3,8.447,152563.7813,1288745.844,,,
1,NP_005548.2,KRT16,"keratin, type I cytoskeletal 16 [Homo sapiens]",36,13,27,5,473,51.2,61.61,13,4.772,268976.2344,1283598.813,,,
1,NP_004085.1,EIF2S1,eukaryotic translation initiation factor 2 subunit 1 [Homo sapiens],16,5,5,5,315,36.1,14.95,5,100,0,1277450.938,,,
1,NP_001157789.1,FLNB,filamin-B isoform 1 [Homo sapiens],4,6,6,6,2633,281.5,14.93,6,19.533,65393.42383,1277321.313,,,
1,NP_060918.2,CAND1,cullin-associated NEDD8-dissociated protein 1 isoform 1 [Homo sapiens],2,2,2,2,1230,136.3,4.29,2,18.385,68791.15625,1264725.125,,,
1,NP_036525.1,PFAS,phosphoribosylformylglycinamidine synthase [Homo sapiens],2,2,2,2,1338,144.6,4.24,2,15.97,79079.99219,1262875.531,,,
2,XP_006719137.1,LDHB,PREDICTED: L-lactate dehydrogenase B chain isoform X1 [Homo sapiens],12,3,4,2,353,39.4,9.11,3,6.552,192250.8281,1259712.984,,,
1,NP_001949.1,EEF1A2,elongation factor 1-alpha 2 [Homo sapiens],26,6,13,2,463,50.4,37.15,6,100,0,1258733.625,,,
2,XP_005264612.1,CAD,PREDICTED: CAD protein isoform X1 [Homo sapiens],2,2,4,2,2242,244.6,11.8,2,1.838,682517.1875,1254674.5,,,
3,NP_004085.1,EIF2S1,eukaryotic translation initiation factor 2 subunit 1 [Homo sapiens],12,2,2,2,315,36.1,4.39,2,100,0,1242287,,,
1,XP_011512974.1,SERPINB6,PREDICTED: serpin B6 isoform X1 [Homo sapiens],9,3,3,3,454,51.2,7.24,3,42.67,29047.83008,1239477.688,,,
1,NP_004519.1,MGST3,microsomal glutathione S-transferase 3 [Homo sapiens],18,2,2,2,152,16.5,4.51,2,11.767,105105.6035,1236791.281,,,
3,NP_000933.1,PPIB,peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens],12,2,2,2,216,23.7,4.37,2,4.109,300209.5313,1233497.5,,,
3,NP_001012680.1,SLC3A2,4F2 cell-surface antigen heavy chain isoform b [Homo sapiens],2,2,2,2,631,68.1,4.73,2,8.01,152393.8125,1220602.5,,,
1,NP_003277.1,TOP1,DNA topoisomerase 1 [Homo sapiens],4,2,3,2,765,90.7,11.12,2,37.599,32328.29688,1215521.25,,,
3,NP_001007074.1,RPL32,60S ribosomal protein L32 [Homo sapiens],17,2,2,2,135,15.9,4.54,2,0.646,1850503.563,1194967.688,,,
1,XP_016859678.1,SEPTIN2,PREDICTED: septin-2 isoform X1 [Homo sapiens],15,4,5,4,441,50.8,16.04,4,100,0,1192899.406,,,
1,NP_001245282.1,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component isoform a [Homo sapiens],3,2,2,2,972,109.4,4.96,2,30.021,39696.25781,1191732.281,,,
1,NP_002558.1,PEBP1,phosphatidylethanolamine-binding protein 1 [Homo sapiens],19,2,4,2,187,21,12.8,2,28.101,42108.5,1183289.25,,,
1,NP_064551.3,MCCC1,"methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial isoform 1 precursor [Homo sapiens]",10,4,8,4,725,80.4,17.89,4,2.281,509626.9063,1162350.344,,,
2,NP_060225.4,NSUN2,tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens],5,2,2,2,767,86.4,5.9,2,2.31,500598.25,1156629.5,,,
2,NP_006187.2,PCBP1,poly(rC)-binding protein 1 [Homo sapiens],12,2,7,1,356,37.5,17.97,2,1.297,886761.6875,1149778.5,,,
1,XP_016869381.1,EPPK1,PREDICTED: epiplakin isoform X4 [Homo sapiens],8,5,9,1,4054,442.4,20.78,5,100,0,1148507.375,,,
3,NP_001024.1,RRM1,ribonucleoside-diphosphate reductase large subunit isoform 1 [Homo sapiens],4,2,3,2,792,90,4.32,2,3.731,306051.0625,1142007.875,,,
1,NP_852136.1,RFC2,replication factor C subunit 2 isoform 1 [Homo sapiens],8,2,2,2,354,39.1,4.58,2,100,0,1124141.625,,,
2,XP_016871898.1,CISD1,PREDICTED: CDGSH iron-sulfur domain-containing protein 1 isoform X1 [Homo sapiens],22,2,2,2,150,17.2,5.17,2,100,0,1107260.875,,,
1,XP_011541109.1,STT3A,PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A isoform X1 [Homo sapiens],4,2,2,2,705,80.5,5.19,2,100,0,1106639.25,,,
2,NP_006126.1,CAPZA1,F-actin-capping protein subunit alpha-1 [Homo sapiens],15,2,2,2,286,32.9,5.42,2,2.773,398136.4375,1104073.75,,,
2,NP_004512.1,KIF5B,kinesin-1 heavy chain [Homo sapiens],3,2,2,2,963,109.6,4.33,2,100,0,1097722,,,
1,NP_001024.1,RRM1,ribonucleoside-diphosphate reductase large subunit isoform 1 [Homo sapiens],10,5,7,5,792,90,13.95,5,21.255,51518.86328,1095020.125,,,
1,NP_001309365.1,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],8,2,2,2,346,36.9,5.17,2,18.424,59354.88672,1093577.75,,,
2,XP_016873358.1,PC,"PREDICTED: pyruvate carboxylase, mitochondrial isoform X1 [Homo sapiens]",3,3,3,3,1178,129.6,7.38,3,0.282,3853562.875,1086252.75,,,
3,NP_004138.1,DRG1,developmentally-regulated GTP-binding protein 1 [Homo sapiens],7,2,2,2,367,40.5,4.11,2,3.342,321301.6875,1073689.25,,,
1,XP_005264475.1,CCDC88A,PREDICTED: girdin isoform X1 [Homo sapiens],2,2,2,2,2027,233,5.42,2,100,0,1071056.5,,,
1,NP_004730.2,MTA2,metastasis-associated protein MTA2 isoform 1 [Homo sapiens],4,2,3,2,668,75,7.95,2,100,10225.64844,1059636.844,,,
3,NP_001005386.1,ACTR2,actin-related protein 2 isoform a [Homo sapiens],7,2,2,2,399,45.3,4.48,2,2.444,431549.75,1054642.875,,,
1,NP_478059.1,PSAT1,phosphoserine aminotransferase isoform 1 [Homo sapiens],9,3,3,3,370,40.4,7.61,3,18.188,57492.19141,1045656,,,
1,NP_001303249.1,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 isoform 1 precursor [Homo sapiens]",9,3,4,3,774,88.2,10.33,3,2.919,356417.7109,1040504.125,,,
1,XP_016856452.1,GALNT2,PREDICTED: polypeptide N-acetylgalactosaminyltransferase 2 isoform X1 [Homo sapiens],8,3,6,3,636,71.5,13.18,3,34.507,30074.82813,1037804.844,,,
1,NP_001027454.1,TMPO,thymopoietin isoform beta [Homo sapiens],17,4,5,1,454,50.6,14.88,4,100,0,1015754.563,,,
1,XP_016862508.1,SEC13,PREDICTED: protein SEC13 homolog isoform X1 [Homo sapiens],8,2,2,2,368,40.7,4.73,2,18.692,54324.00391,1015421.625,,,
1,NP_006319.1,RBM14,RNA-binding protein 14 isoform 1 [Homo sapiens],8,3,5,2,669,69.4,11.48,3,31.528,32158.98828,1013907.125,,,
1,NP_004512.1,KIF5B,kinesin-1 heavy chain [Homo sapiens],10,6,6,6,963,109.6,13.99,6,29.448,34414.75781,1013453.25,,,
