Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score MSPepSearch: MSPepSearch,# Peptides (by Search Engine): MSPepSearch,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (Penta) / (Control),Abundance Ratio (log2): (Penta) / (Control),Abundance Ratio Adj. P-Value: (Penta) / (Control),Abundance Ratio Variability [%]: (Penta) / (Control),Abundances (Grouped): Control,Abundances (Grouped): Penta,Abundances (Grouped) CV [%]: Control,Abundances (Grouped) CV [%]: Penta,"Found in Sample: [S1] F1: Sample, Control, 1","Found in Sample: [S2] F2: Sample, Control, 2","Found in Sample: [S3] F3: Sample, Control, 3","Found in Sample: [S4] F4: Sample, Penta, 1","Found in Sample: [S5] F5: Sample, Penta, 2","Found in Sample: [S6] F6: Sample, Penta, 3",# Protein Groups,Modifications
FALSE,High,Master Protein,AAK51202.1,Nuclear body protein SP100C [OS=Homo sapiens],0,4.871,1,1,1,1,885,101.5,7.42,399,1,0,0,3.066,1.62,0.092150414,142.62,54376.10174,564217.4547,143.21,96.51,Not Found,Peak Found,Not Found,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,NP_001116698.1,"protein MTO1 homolog, mitochondrial isoform c [OS=Homo sapiens]",0,4.384,2,1,4,1,732,81.5,8.16,831,1,0,0,3.047,1.61,0.001733193,95.67,535274.1433,1630888.651,107.23,35.03,High,Peak Found,High,High,Peak Found,High,1,
FALSE,Medium,Master Protein,AAD34074.1,CGI-79 protein [OS=Homo sapiens],0.015,1.561,3,1,2,1,351,39.7,9.13,335,1,0,0,3.018,1.59,0.14235008,80.65,66297.76638,200118.3284,97.63,28.84,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Q9NV06.2,RecName: Full=DDB1- and CUL4-associated factor 13; AltName: Full=WD repeat and SOF domain-containing protein 1 [OS=Homo sapiens],0.003,2.553,2,1,1,1,445,51.4,9.19,197,1,0,0,3.011,1.59,0.179710134,107.3,24314.52999,73207.31694,112.45,43.27,Not Found,Not Found,Not Found,Not Found,High,Not Found,1,
FALSE,High,Master Protein,AAO52739.1,ferritin-like protein [OS=Homo sapiens],0,9.044,9,1,6,1,175,20,5.6,1580,1,0,0,2.947,1.56,0.115333802,94.45,243039.8842,270393.9041,111.19,138.01,High,Not Found,Peak Found,High,Peak Found,High,1,
FALSE,High,Master Protein,NP_006528.2,ubiquitin carboxyl-terminal hydrolase 3 isoform 1 [OS=Homo sapiens],0,4.712,3,1,1,1,520,58.9,8.18,460,1,0,0,2.891,1.53,0.147166322,14.33,88331.30514,230681.7894,11.48,11.63,Not Found,Not Found,Not Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,AAH09395.1,IRF3 protein [OS=Homo sapiens],0,5.602,4,1,2,1,452,49.1,6.52,916,1,0,0,2.871,1.52,0.060734717,146.38,88878.31147,901434.9033,153.52,81.25,Not Found,High,Not Found,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,AAG59833.1,putative DEAD-box helicase MDDX28 [OS=Homo sapiens],0,4.306,4,1,2,1,540,59.5,10.42,607,1,0,0,2.847,1.51,0.055357698,87.94,291488.2702,953728.6516,91.92,40.16,Peak Found,Peak Found,High,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,NP_001311046.1,UDP-N-acetylhexosamine pyrophosphorylase isoform c [OS=Homo sapiens],0,16.735,8,3,7,3,521,58.6,6.33,2902,3,0,0,2.836,1.5,0.000719437,146.62,1620832.453,1972952.598,42.13,37.73,High,High,High,High,Peak Found,High,1,
FALSE,High,Master Protein,NP_057210.2,Intraflagellar transport protein 25 homolog [OS=Homo sapiens],0,4.898,28,1,5,1,144,16.3,5.03,664,1,0,0,2.831,1.5,0.021989631,83.97,425752.0122,1205170.518,103.95,9.22,Not Found,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,XP_011527806.1,PREDICTED: GDP-fucose protein O-fucosyltransferase 2 isoform X1 [OS=Homo sapiens],0.001,2.891,3,1,1,1,494,56.8,7.83,176,1,0,0,2.82,1.5,0.139120745,97.45,151795.4236,428085.9895,96.66,23.54,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,EAW75340.1,"opioid growth factor receptor, isoform CRA_f [OS=Homo sapiens]",0,7.059,2,1,5,1,738,80.1,6.52,1665,1,0,0,2.81,1.49,0.009017214,113.69,491846.6625,1381846.423,126.75,26.64,Peak Found,High,Not Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,BAC11339.1,unnamed protein product [OS=Homo sapiens],0.003,2.318,1,1,4,1,710,81.6,4.7,991,1,0,0,2.775,1.47,0.176110463,54.88,82889.55852,230013.8836,58.12,27.31,Not Found,High,High,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,AAB18673.1,platelet cGI-PDE [OS=Homo sapiens],0,21.056,5,4,13,4,1141,125.1,6.14,5588,4,0,0,2.764,1.47,0.000849468,132.15,1351362.423,2606455.498,83.78,10.06,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_005270993.1,PREDICTED: E3 ubiquitin-protein ligase TRIM33 isoform X1 [OS=Homo sapiens],0.001,3.239,1,1,1,1,1151,125.3,6.64,228,1,0,0,2.76,1.46,0.10603361,53.66,234123.5592,612631,71.75,26.5,Peak Found,Peak Found,Not Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,XP_011507442.1,PREDICTED: protein Niban isoform X1 [OS=Homo sapiens],0,7.481,5,3,4,3,987,110.3,4.94,873,3,0,0,2.729,1.45,0.002933922,90.79,765672.9144,2171377.563,61.96,47.26,Peak Found,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,NP_001121699.1,bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase isoform 1 [OS=Homo sapiens],0,9.185,6,3,3,3,753,83,6.93,617,3,0,0,2.729,1.45,0.007486336,125.68,933841.0751,1118102.912,56.38,103.23,High,Peak Found,High,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,EAW83286.1,"PSMD8 binding protein 1, isoform CRA_b [OS=Homo sapiens]",0,16.654,13,3,7,3,416,47,7.02,2205,3,0,0,2.727,1.45,0.000769261,108.69,1297873.486,3832399.439,39.04,9.58,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,BAF84665.1,unnamed protein product [OS=Homo sapiens],0,8.964,4,2,3,2,627,70.7,6.86,1108,2,0,0,2.715,1.44,0.028338697,103.01,747361.7689,890943.2163,71.76,33,Not Found,Peak Found,Peak Found,High,High,Peak Found,1,
FALSE,High,Master Protein,AAA19869.1,I-plastin [OS=Homo sapiens],0,34.152,7,3,24,1,629,70.3,5.48,12822,3,0,0,2.694,1.43,0.186700994,107.79,80573.32782,217065.8906,108.33,25.53,Peak Found,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,CAH56351.1,"hypothetical protein, partial [OS=Homo sapiens]",0,34.799,52,2,52,2,81,9.2,8.46,21972,2,0,0,2.686,1.43,8.16445E-12,112.42,9491789.242,23872996.16,89.95,13.85,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW94790.1,"secernin 2, isoform CRA_a [OS=Homo sapiens]",0.001,3.506,5,1,1,1,433,47.4,5.68,222,1,0,0,2.658,1.41,0.080757489,82.25,357195.162,949313.8614,98.53,15.38,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,
FALSE,Medium,Master Protein,XP_016863556.1,PREDICTED: ankyrin-2 isoform X1 [OS=Homo sapiens],0.012,1.669,0,1,2,1,4183,458.6,5.11,225,1,0,0,2.651,1.41,0.003395162,118.06,1374649.499,1584051.598,77.26,106.94,Peak Found,High,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,EAW67101.1,"cullin 5, isoform CRA_a [OS=Homo sapiens]",0,4.699,6,2,2,2,840,97.2,7.96,491,2,0,0,2.64,1.4,0.20340456,109.87,75471.08546,199253.6053,93.91,43.67,Peak Found,High,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,AAH16556.1,Transmembrane emp24 protein transport domain containing 5 [OS=Homo sapiens],0,4.913,10,1,4,1,229,26,4.84,1344,1,0,0,2.64,1.4,0.20340456,109.87,75471.08546,199253.6053,93.91,43.67,Peak Found,High,High,High,Peak Found,High,1,
FALSE,High,Master Protein,AAB34682.2,laminin beta 2 chain [OS=Homo sapiens],0,4.166,2,2,13,2,1798,195.9,6.52,3250,2,0,0,2.631,1.4,0.08314865,127.81,502686.9183,722936.4165,92.26,41.13,Not Found,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_036336.2,General transcription factor 3C polypeptide 4 [OS=Homo sapiens],0,34.592,12,6,28,6,822,91.9,6.65,11107,6,0,0,2.63,1.4,0.000769261,112.27,2197180.783,3376448.148,32.11,27.55,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAF76523.1,unknown [OS=Homo sapiens],0,9.19,5,2,5,2,505,55.5,4.88,1538,2,0,0,2.626,1.39,0.002222692,86.73,1806962.206,2213889.851,52.14,30.06,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,AAD08639.1,cytochrome oxidase assembly factor [OS=Homo sapiens],0,4.631,4,1,2,1,410,46,9.79,868,1,0,0,2.624,1.39,0.193813692,101.02,92212.72785,242000.2833,115,32.87,Not Found,Not Found,Peak Found,High,High,Peak Found,1,
FALSE,High,Master Protein,BAD92348.1,"Notchless gene homolog variant, partial [OS=Homo sapiens]",0,9.009,5,2,7,2,487,53.6,7.36,3136,2,0,0,2.609,1.38,0.017485954,137.2,600437.5163,1280246.961,89.88,26.95,Not Found,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,AAQ14304.1,Crn-related protein kim1 [OS=Homo sapiens],0.004,2.169,1,1,1,1,852,99.6,6.23,238,1,0,0,2.602,1.38,0.234748565,129.03,188121.3255,70816.62627,122.2,157.53,Peak Found,Peak Found,Not Found,High,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_055958.2,Methionine aminopeptidase 1 [OS=Homo sapiens],0,7.614,9,2,2,2,386,43.2,7.17,644,2,0,0,2.597,1.38,0.097620033,129.99,445574.8446,669434.0557,123.77,53.56,High,Not Found,Peak Found,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,AMO44423.1,"BCR-ABL1 fusion protein, partial [OS=Homo sapiens]",0,3.794,4,1,1,1,240,26.9,6.21,322,1,0,0,2.563,1.36,0.264926595,113.99,34870.2141,89357.44859,150.24,28.44,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,AAA56634.1,pLK [OS=Homo sapiens],0.001,3.223,5,1,1,1,603,68.2,8.91,202,1,0,0,2.528,1.34,0.013361311,82.43,634350.9433,1643732.352,88.74,63.31,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,
FALSE,Medium,Master Protein,EAW74086.1,"tetratricopeptide repeat domain 9C, isoform CRA_a [OS=Homo sapiens]",0.015,1.617,5,1,1,1,304,34.9,9.63,133,1,0,0,2.506,1.33,0.232437346,97.12,72949.24126,250747.4436,92.14,88.27,Peak Found,Not Found,Not Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,BAG59292.1,unnamed protein product [OS=Homo sapiens],0,15.672,15,3,7,3,464,48.6,4.84,3429,3,0,0,2.482,1.31,0.005492352,147.85,2221414.866,2621779.231,82.52,20.02,Not Found,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,BAG61503.1,unnamed protein product [OS=Homo sapiens],0,7.763,3,1,5,1,400,44.4,5.54,2589,1,0,0,2.471,1.31,0.143659424,78.26,280368.2028,692800.6661,85.57,35.33,High,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,XP_016876564.1,PREDICTED: RAC-alpha serine/threonine-protein kinase isoform X1 [OS=Homo sapiens],0.001,3.575,3,1,1,1,530,61.1,7.77,212,1,0,0,2.466,1.3,0.215985873,95.04,117352.8918,289343.7566,88.98,17.09,Peak Found,High,Not Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,XP_011526160.1,PREDICTED: minor histocompatibility protein HA-1 isoform X1 [OS=Homo sapiens],0,5.72,3,1,1,1,1168,127.8,6.09,384,1,0,0,2.442,1.29,0.279964549,91.07,57957.4845,150706.9531,99.16,68.09,Peak Found,Not Found,Peak Found,Peak Found,High,Not Found,1,
FALSE,High,Master Protein,NP_060294.1,E3 ubiquitin-protein ligase MARCH5 [OS=Homo sapiens],0.001,2.958,5,1,1,1,278,31.2,8.7,238,1,0,0,2.425,1.28,0.200678011,104.53,194889.7427,472693.042,109.39,4.98,Peak Found,Not Found,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,XP_011523327.1,PREDICTED: dual specificity mitogen-activated protein kinase kinase 6 isoform X1 [OS=Homo sapiens],0.006,2.041,5,1,3,1,345,38.7,7.39,563,1,0,0,2.419,1.27,0.13737386,87.03,403759.5831,976724.2897,97.75,11.63,Not Found,High,Peak Found,High,High,Peak Found,1,
FALSE,High,Master Protein,BAF85005.1,unnamed protein product [OS=Homo sapiens],0,12.193,9,3,5,3,633,69.2,7.58,1501,3,0,0,2.418,1.27,0.022197513,112.91,1182272.708,1196165.996,48.31,9.01,High,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,BAG57885.1,unnamed protein product [OS=Homo sapiens],0,4.922,2,1,1,1,975,107.7,6.58,408,1,0,0,2.4,1.26,0.237570044,67.82,130846.823,314061.8407,45.56,51.47,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,NP_660286.1,"metalloendopeptidase OMA1, mitochondrial precursor [OS=Homo sapiens]",0.008,1.876,2,1,4,1,524,60.1,9.25,1063,1,0,0,2.388,1.26,0.054310716,90.02,520898.4359,1243924.25,100.63,28.72,Not Found,High,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,BAA82557.1,Peptidylarginine deiminase type II [OS=Homo sapiens],0,3.8,3,1,2,1,665,75.4,5.59,527,1,0,0,2.384,1.25,0.248353596,121.59,107435.3812,378867.375,114.86,85.38,Peak Found,Peak Found,Peak Found,High,High,Not Found,1,
FALSE,High,Master Protein,XP_011530170.1,PREDICTED: arfaptin-1 isoform X1 [OS=Homo sapiens],0,18.904,16,4,7,4,379,42.6,8.6,1882,4,0,0,2.336,1.22,0.010165262,145.53,1071816.248,3058359.386,73.13,22.6,High,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,BAG51187.1,unnamed protein product [OS=Homo sapiens],0.006,2.06,3,1,1,1,416,46.5,8.21,241,1,0,0,2.336,1.22,0.156339038,68.09,336424.1579,1042725.147,70.04,35.1,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_057662.3,remodeling and spacing factor 1 [OS=Homo sapiens],0,10.925,2,2,2,2,1441,163.7,5.01,1186,2,0,0,2.33,1.22,0.300160238,47.06,69734.54978,162508.5938,87.57,18.6,Not Found,Not Found,Peak Found,High,High,Peak Found,1,
FALSE,High,Master Protein,AAH09239.1,Leucine rich repeat and sterile alpha motif containing 1 [OS=Homo sapiens],0,4.394,6,2,2,2,723,83.5,5.86,338,2,0,0,2.33,1.22,0.041801431,69.57,608657.9107,1418280.443,89.9,7.53,Peak Found,High,High,Peak Found,Peak Found,Peak Found,1,
FALSE,Medium,Master Protein,EAW96535.1,"inositol 1,4,5-triphosphate receptor, type 2, isoform CRA_b [OS=Homo sapiens]",0.034,1.194,0,1,1,1,2726,310.7,6.42,79,1,0,0,2.321,1.21,0.370437176,83.45,29332.91345,68072.04769,68.69,41.88,Not Found,Peak Found,Not Found,High,Not Found,Peak Found,1,
FALSE,High,Master Protein,AAH32120.1,chromosome 20 open reading frame 11 [OS=Homo sapiens],0,5.155,10,1,2,1,228,26.7,4.97,793,1,0,0,2.319,1.21,0.269459263,116.99,89276.01003,300689.4949,125.23,104.1,Peak Found,Peak Found,High,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,BAF84522.1,unnamed protein product [OS=Homo sapiens],0,7.885,9,2,14,2,315,35.1,6.83,5697,2,0,0,2.278,1.19,0.000224281,85.29,5749526.928,6089842.574,42.07,12.8,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAP78945.1,Interferon regulatory factor-2 binding protein 2B [OS=Homo sapiens],0,21.782,13,3,7,2,571,59.5,8.69,3537,3,0,1,2.275,1.19,0.002720926,90.23,1661187.094,6420200.83,40.18,26.46,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,AAH28399.1,Acsf3 protein [OS=Homo sapiens],0,4.945,3,1,1,1,576,64.1,8.37,430,1,0,0,2.266,1.18,0.176110463,73.77,308018.2374,868058.472,80.23,50.38,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,P80303.2,RecName: Full=Nucleobindin-2; AltName: Full=DNA-binding protein NEFA; AltName: Full=Gastric cancer antigen Zg4; AltName: Full=Prepronesfatin; Contains: RecName: Full=Nesfatin-1; Flags: Precursor [OS=Homo sapiens],0,27.08,16,5,13,5,420,50.2,5.12,6168,5,0,0,2.264,1.18,0.004288381,100.62,2883104.609,4186348.25,48.92,0.62,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,EAW61348.1,"mitochondrial GTPase 1 homolog (S. cerevisiae), isoform CRA_a, partial [OS=Homo sapiens]",0,3.87,6,1,3,1,374,41.4,9.92,801,1,0,0,2.258,1.18,0.237117015,91.97,232929.0922,525946.6871,97.5,37.46,Not Found,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,EAW91957.1,"eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa, isoform CRA_b [OS=Homo sapiens]",0,23.467,12,3,13,3,366,41.6,7.33,4484,3,0,0,2.24,1.16,0.000258973,95.97,4131887.465,7610484.408,85.46,27.84,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_079498.2,WD repeat-containing protein 82 [OS=Homo sapiens],0,6.462,6,1,4,1,313,35.1,7.69,1314,1,0,0,2.231,1.16,0.022833587,141.4,854678.973,1906825.18,103.72,80.77,Peak Found,Not Found,High,Not Found,High,High,1,
FALSE,High,Master Protein,XP_005269076.1,PREDICTED: 5'-AMP-activated protein kinase subunit gamma-1 isoform X1 [OS=Homo sapiens],0,4.185,5,1,1,1,368,41.4,8.85,483,1,0,0,2.231,1.16,0.432059371,104.46,28438.92237,63445.63672,90.43,66.49,Peak Found,Not Found,Not Found,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,AAH18466.1,Exoc7 protein [OS=Homo sapiens],0,4.29,2,1,1,1,735,83.3,6.79,270,1,0,0,2.226,1.15,0.186308338,135.92,355186.1501,790810.8116,102.63,76.48,Not Found,Peak Found,Peak Found,Not Found,Peak Found,High,1,
FALSE,High,Master Protein,XP_005268061.1,PREDICTED: inverted formin-2 isoform X1 [OS=Homo sapiens],0,30.998,8,6,13,6,1281,139,5.57,2735,6,0,0,2.218,1.15,0.000134825,132,5903134.11,8752567.18,47.07,16.24,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAC87051.1,unnamed protein product [OS=Homo sapiens],0,18.771,16,3,10,3,479,54.1,6.54,3444,3,0,0,2.2,1.14,0.023984604,78.38,1659799.422,3148348.253,7.39,25.96,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,XP_011524051.1,PREDICTED: mRNA cap guanine-N7 methyltransferase isoform X1 [OS=Homo sapiens],0,5.364,5,2,2,2,512,58.5,6.8,414,2,0,0,2.187,1.13,0.389467356,70.44,69214.53788,94690.12679,33.93,119.43,Not Found,Not Found,Not Found,High,High,Not Found,1,
FALSE,High,Master Protein,XP_016862134.1,PREDICTED: leucine zipper transcription factor-like protein 1 isoform X3 [OS=Homo sapiens],0,11.64,13,3,7,3,308,35.6,6.61,1620,3,0,0,2.171,1.12,0.022822083,146.9,829956.0232,2726418.149,107.22,18.05,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,EAX09512.1,"cystathionine-beta-synthase, isoform CRA_c [OS=Homo sapiens]",0,15.122,9,4,11,4,570,62.4,6.8,3361,4,0,0,2.169,1.12,0.020413887,126.78,2337901.197,1829651.691,79.25,34.72,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAO33376.1,Cervical cancer suppressor gene-4 protein [OS=Homo sapiens],0,5.594,4,1,2,1,312,35.4,6.46,340,1,0,0,2.163,1.11,0.267361867,104.51,265606.9035,574489.8217,114.76,61.32,Not Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Q8NBT2.2,RecName: Full=Kinetochore protein Spc24; Short=hSpc24 [OS=Homo sapiens],0,7.079,14,1,5,1,197,22.5,4.7,940,1,0,0,2.162,1.11,2.34437E-08,53.51,63135143.9,128451894.2,50.27,41.28,Peak Found,High,High,High,Peak Found,High,1,
FALSE,Medium,Master Protein,XP_016856141.1,PREDICTED: eyes absent homolog 3 isoform X1 [OS=Homo sapiens],0.015,1.594,3,1,1,1,593,64.7,5.58,166,1,0,0,2.142,1.1,0.382928821,147.23,25998.72003,194600.6094,151.76,92.23,High,Not Found,Not Found,Peak Found,Peak Found,Not Found,1,
FALSE,High,Master Protein,AAH35014.1,NudC domain containing 3 [OS=Homo sapiens],0,7.799,5,1,7,1,361,40.8,5.2,2172,1,0,0,2.128,1.09,0.033494335,57.95,893467.4845,1901236.512,85.49,21.14,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,BAG52906.1,unnamed protein product [OS=Homo sapiens],0,7.359,8,2,2,2,593,65.2,9.74,510,2,0,0,2.12,1.08,0.329256963,98.15,131324.3368,315096.7352,83.2,22.49,High,Peak Found,Peak Found,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,NP_001405.1,Translation initiation factor eIF-2B subunit alpha [OS=Homo sapiens],0,10.55,8,2,8,2,305,33.7,7.33,4048,2,0,0,2.12,1.08,0.386262745,71.51,80530.56742,170734.1848,78.38,18.42,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Q9NVE7.1,RecName: Full=Pantothenate kinase 4; Short=hPanK4; AltName: Full=Pantothenic acid kinase 4 [OS=Homo sapiens],0.001,3.409,2,1,3,1,773,85.9,6.28,679,1,0,0,2.118,1.08,0.000134828,64.64,5465493.64,11363613.69,53.03,47.64,Peak Found,High,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_002564.1,Platelet-activating factor acetylhydrolase IB subunit gamma [OS=Homo sapiens],0,30.526,37,4,16,4,231,25.7,6.84,5879,4,0,0,2.118,1.08,0.001161383,145.11,3225789.82,7695329.939,42.63,39.13,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,XP_005271395.1,PREDICTED: serine/arginine-rich splicing factor 11 isoform X1 [OS=Homo sapiens],0,31.386,12,4,8,4,491,54.3,10.45,3841,4,0,0,2.081,1.06,0.01162281,104.94,2190738.881,5563877.156,54.14,12.71,High,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,XP_016876969.1,PREDICTED: protein NDRG2 isoform X1 [OS=Homo sapiens],0.004,2.293,7,1,8,1,421,46.2,5.67,547,1,0,0,2.08,1.06,0.357363739,113.02,173961.8773,361869.3359,119.33,18.71,Peak Found,High,High,High,High,High,1,
FALSE,Medium,Master Protein,AAB62283.1,putative tumour suppressor/hereditary multiple exostoses candidate gene [OS=Homo sapiens],0.03,1.235,2,1,1,1,746,86.2,9.04,113,1,0,0,2.075,1.05,0.11102597,82.49,619671.5623,1285608.013,81.08,36.55,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Q9H0U3.1,RecName: Full=Magnesium transporter protein 1; Short=MagT1; AltName: Full=Implantation-associated protein; Short=IAP; Flags: Precursor [OS=Homo sapiens],0,9.847,6,2,4,2,335,38,9.63,1475,2,0,0,2.041,1.03,0.256875398,84.54,167716.7891,1175483.729,76.13,34.58,Not Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,BAD96804.1,"LUC7-like isoform b variant, partial [OS=Homo sapiens]",0,6.384,5,2,2,2,371,43.7,9.98,520,2,0,0,2.04,1.03,0.277058479,116.42,395570.491,633002.8188,31.99,58.09,Peak Found,High,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_055029.1,inositol monophosphatase 2 [OS=Homo sapiens],0,8.694,7,2,11,1,288,31.3,6.61,4259,2,0,0,2.04,1.03,0.372052149,135.53,142994.9315,291648.1484,149.53,24.97,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW72382.1,"isochorismatase domain containing 2, isoform CRA_d [OS=Homo sapiens]",0,29.045,35,3,17,3,231,25.2,8.37,6713,3,0,0,2.039,1.03,0.000100307,86.18,8612866.234,10809012.21,44.25,16.33,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAH36460.1,Thioredoxin-related transmembrane protein 1 [OS=Homo sapiens],0,5.272,4,1,1,1,280,31.8,4.98,389,1,0,0,2.035,1.02,0.283049783,126.08,321826.5053,717995.2537,66.33,84.56,Peak Found,Peak Found,Not Found,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,AAC09385.1,eukaryotic translation elongation factor 1 alpha 1-like 14 [OS=Homo sapiens],0,229.053,49,18,443,2,398,42.8,8.34,210336,18,0,0,2.032,1.02,0.001270713,60.06,4612003.86,9139067.094,64.13,10.61,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW63361.1,"proline synthetase co-transcribed homolog (bacterial), isoform CRA_b [OS=Homo sapiens]",0.001,3.268,4,1,7,1,310,34,8.43,1103,1,0,0,2.029,1.02,0.124715013,97.01,628922.4284,1276361.292,104.91,4,Not Found,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW89820.1,"fructosamine 3 kinase, isoform CRA_b [OS=Homo sapiens]",0,18.834,7,2,10,2,455,50.1,9.38,5120,2,0,0,2.022,1.02,0.054512761,92.59,2109915.029,2575439.16,35.86,24.01,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_016871476.1,PREDICTED: la-related protein 4B isoform X1 [OS=Homo sapiens],0,8.692,3,2,2,2,1273,138.3,5.38,591,2,0,0,2.018,1.01,0.042958689,86.91,1368319.694,2468103.497,57.27,53.58,Peak Found,High,Peak Found,Peak Found,Peak Found,High,1,
