Description,PSM_Sph1,PSM_Sph2,PSM_FA1,PSM_FA2,PSM_DAG1,PSM_DAG2
Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens GN=PDS5A PE=1 SV=1 - [PDS5A_HUMAN],4,1,3,1,6,1
D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4 - [SERA_HUMAN],4,8,3,8,6,9
E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2 - [RBP2_HUMAN],30,8,26,5,45,14
Isoform 4 of Metalloreductase STEAP3 OS=Homo sapiens GN=STEAP3 - [STEA3_HUMAN],2,1,2,0,3,0
Ras GTPase-activating-like protein IQGAP3 OS=Homo sapiens GN=IQGAP3 PE=1 SV=2 - [IQGA3_HUMAN],2,1,2,1,3,1
U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens GN=UTP14A PE=1 SV=1 - [UT14A_HUMAN],4,0,4,0,6,1
Zyxin OS=Homo sapiens GN=ZYX PE=2 SV=1 - [B4DQX7_HUMAN],2,0,2,0,3,2
78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2 - [GRP78_HUMAN],66,39,68,15,99,21
Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=4 SV=1 - [F5H365_HUMAN],6,2,7,1,9,2
ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=4 SV=1 - [G8JLM9_HUMAN],4,0,5,0,6,2
Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=4 SV=1 - [F5H048_HUMAN],6,3,8,2,9,2
Isoform 2 of Transportin-1 OS=Homo sapiens GN=TNPO1 - [TNPO1_HUMAN],6,5,8,2,9,7
Isoform 2 of Cell cycle control protein 50A OS=Homo sapiens GN=TMEM30A - [CC50A_HUMAN],2,2,3,0,3,2
Splicing factor 3A subunit 3 OS=Homo sapiens GN=SF3A3 PE=1 SV=1 - [SF3A3_HUMAN],4,0,7,0,6,2
Plastin-3 OS=Homo sapiens GN=PLS3 PE=2 SV=1 - [B7Z6M1_HUMAN],10,14,19,11,15,14
Serine protease HTRA1 OS=Homo sapiens GN=HTRA1 PE=1 SV=1 - [HTRA1_HUMAN],2,2,4,1,3,1
Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2 - [PROF1_HUMAN],2,5,5,3,3,7
Stomatin-like protein 2 OS=Homo sapiens GN=STOML2 PE=1 SV=1 - [STML2_HUMAN],2,2,5,9,3,8
Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2 - [SMC3_HUMAN],8,3,26,7,12,5
Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1 - [AT2A2_HUMAN],47,22,28,6,71,24
"Keratin, type II cytoskeletal 7 OS=Homo sapiens GN=KRT7 PE=1 SV=5 - [K2C7_HUMAN]",42,35,115,36,64,28
Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3 - [ILF3_HUMAN],19,5,11,5,29,10
Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=4 SV=1 - [F5H4V4_HUMAN],34,0,20,1,52,4
Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2 - [PDIA4_HUMAN],24,10,23,4,37,15
Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=2 SV=1 - [B4E2G8_HUMAN],11,5,11,5,17,9
Isoform 8 of Filamin-B OS=Homo sapiens GN=FLNB - [FLNB_HUMAN],49,28,38,28,76,57
Isoform 2 of Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens GN=VDAC2 - [VDAC2_HUMAN],67,62,37,21,104,27
ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7 - [ADT2_HUMAN],18,10,6,3,28,7
Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2 - [COPA_HUMAN],9,6,3,7,14,12
DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A PE=1 SV=3 - [TOP2A_HUMAN],18,6,19,1,28,6
"Isoform 3 of Glutaminase kidney isoform, mitochondrial OS=Homo sapiens GN=GLS - [GLSK_HUMAN]",9,5,14,8,14,11
"Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7 - [K2C8_HUMAN]",115,88,327,83,179,58
Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2 - [ACTN1_HUMAN],51,21,54,12,80,24
Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1 - [RAB7A_HUMAN],7,11,2,2,11,12
Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1 - [LMNA_HUMAN],49,36,87,34,77,31
"HLA class I histocompatibility antigen, A-34 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1 - [1A34_HUMAN]",12,16,9,4,19,9
Tropomyosin 1 (Alpha) isoform 5 OS=Homo sapiens GN=TPM1 PE=3 SV=1 - [D9YZV2_HUMAN],12,6,20,7,19,6
Integrin alpha-V light chain OS=Homo sapiens GN=ITGAV PE=3 SV=1 - [E7EWZ6_HUMAN],5,2,2,1,8,1
Isoform 3 of Serine/arginine-rich splicing factor 7 OS=Homo sapiens GN=SRSF7 - [SRSF7_HUMAN],5,1,2,1,8,2
Isoform 4 of Hexokinase-1 OS=Homo sapiens GN=HK1 - [HXK1_HUMAN],5,4,2,1,8,9
T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4 - [TCPD_HUMAN],15,5,7,5,24,8
Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=2 SV=1 - [B3KQT9_HUMAN],20,21,17,12,32,18
Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2 - [ROA2_HUMAN],20,9,28,8,32,13
Tripeptidyl-peptidase 2 OS=Homo sapiens GN=TPP2 PE=1 SV=4 - [TPP2_HUMAN],5,0,7,1,8,3
"Keratin, type II cuticular Hb4 OS=Homo sapiens GN=KRT84 PE=1 SV=2 - [KRT84_HUMAN]",10,8,21,5,16,3
Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3 - [TLN1_HUMAN],21,2,23,5,34,26
Transmembrane 9 superfamily member 4 OS=Homo sapiens GN=TM9SF4 PE=1 SV=2 - [TM9S4_HUMAN],8,2,2,0,13,3
Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=3 SV=2 - [F5H7S3_HUMAN],8,6,15,7,13,6
"HLA class I histocompatibility antigen, B-41 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1 - [1B41_HUMAN]",11,14,8,6,18,10
"Keratin, type I cytoskeletal 17 OS=Homo sapiens GN=KRT17 PE=1 SV=2 - [K1C17_HUMAN]",82,69,220,60,135,55
Isoform 2 of Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 - [ROA1_HUMAN],17,11,28,9,28,11
4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=4 SV=1 - [F5GZS6_HUMAN],23,12,23,11,38,20
Isoform 3 of Reticulon-3 OS=Homo sapiens GN=RTN3 - [RTN3_HUMAN],3,5,0,2,5,2
"Ras homolog gene family, member C (Fragment) OS=Homo sapiens GN=RHOC PE=2 SV=1 - [Q5JR08_HUMAN]",3,3,0,2,5,2
Aladin (Fragment) OS=Homo sapiens GN=AAAS PE=4 SV=1 - [H3BU82_HUMAN],3,1,0,0,5,1
ATP-binding cassette sub-family D member 3 OS=Homo sapiens GN=ABCD3 PE=1 SV=1 - [ABCD3_HUMAN],3,1,0,0,5,1
CD9 antigen OS=Homo sapiens GN=CD9 PE=2 SV=1 - [B4DPP0_HUMAN],3,1,0,1,5,2
WD repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=WDFY1 PE=1 SV=1 - [WDFY1_HUMAN],3,0,0,0,5,2
Lysine--tRNA ligase OS=Homo sapiens GN=KARS PE=1 SV=3 - [SYK_HUMAN],3,0,0,0,5,4
Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens GN=SACM1L PE=1 SV=2 - [SAC1_HUMAN],6,5,1,0,10,3
"Trans-2,3-enoyl-CoA reductase OS=Homo sapiens GN=TECR PE=1 SV=1 - [TECR_HUMAN]",6,2,1,0,10,3
Multidrug resistance-associated protein 1 (Fragment) OS=Homo sapiens GN=ABCC1 PE=4 SV=1 - [I3L4X2_HUMAN],9,2,2,2,15,4
40S ribosomal protein S17 OS=Homo sapiens GN=RPS17 PE=1 SV=2 - [RS17_HUMAN],3,1,1,1,5,1
60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=2 SV=1 - [B3KTM6_HUMAN],6,6,2,2,10,11
Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2 - [ILF2_HUMAN],3,0,1,0,5,2
Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=4 SV=1 - [G5E9S1_HUMAN],6,3,3,2,10,5
Isoform 4 of LIM domain and actin-binding protein 1 OS=Homo sapiens GN=LIMA1 - [LIMA1_HUMAN],9,1,5,4,15,2
Catalase OS=Homo sapiens GN=CAT PE=1 SV=3 - [CATA_HUMAN],3,5,2,4,5,6
Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1 - [HNRPR_HUMAN],12,6,8,2,20,8
60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=3 SV=1 - [E9PJD9_HUMAN],3,2,2,2,5,3
Desmoglein-2 OS=Homo sapiens GN=DSG2 PE=1 SV=2 - [DSG2_HUMAN],6,1,4,1,10,3
Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens GN=PYCR2 PE=1 SV=1 - [P5CR2_HUMAN],3,0,2,1,5,1
Isoform 2 of Inverted formin-2 OS=Homo sapiens GN=INF2 - [INF2_HUMAN],6,0,4,0,10,2
Midasin OS=Homo sapiens GN=MDN1 PE=1 SV=2 - [MDN1_HUMAN],3,0,2,0,5,1
Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=2 SV=1 - [B4DRU0_HUMAN],3,4,3,2,5,5
Nuclear pore complex protein Nup88 OS=Homo sapiens GN=NUP88 PE=1 SV=2 - [NUP88_HUMAN],3,1,3,1,5,2
"Isoform 2 of KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 - [KHDR1_HUMAN]",3,0,3,0,5,1
WD40 repeat-containing protein SMU1 OS=Homo sapiens GN=SMU1 PE=2 SV=1 - [B4E3L0_HUMAN],3,3,6,2,5,3
"Isoform CNPI of 2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens GN=CNP - [CN37_HUMAN]",3,2,9,1,5,6
Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2 - [CDC5L_HUMAN],3,0,9,0,5,3
Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1 - [IQGA1_HUMAN],22,10,22,6,37,26
Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=4 SV=1 - [F5H6E2_HUMAN],10,4,3,2,17,8
Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4 - [SC22B_HUMAN],10,14,14,6,17,8
Serine/arginine-rich-splicing factor 3 OS=Homo sapiens GN=SRSF3 PE=2 SV=1 - [B4E241_HUMAN],7,0,4,0,12,1
"Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6 - [K1C10_HUMAN]",44,78,69,64,76,88
Tropomyosin beta chain OS=Homo sapiens GN=TPM2 PE=1 SV=1 - [TPM2_HUMAN],11,5,33,5,19,3
Isoform 2 of Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B - [MYO1B_HUMAN],4,1,1,0,7,3
Isoform 2 of Hydroxysteroid dehydrogenase-like protein 2 OS=Homo sapiens GN=HSDL2 - [HSDL2_HUMAN],4,4,2,7,7,5
Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2 - [LMAN1_HUMAN],8,2,4,2,14,4
"Aconitate hydratase, mitochondrial OS=Homo sapiens GN=ACO2 PE=4 SV=1 - [F5H2A5_HUMAN]",8,3,5,1,14,4
Isoform 2 of Receptor-type tyrosine-protein phosphatase F OS=Homo sapiens GN=PTPRF - [PTPRF_HUMAN],4,1,4,0,7,0
DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=3 SV=1 - [E7EM48_HUMAN],4,5,4,3,7,5
"Poly(A) binding protein, cytoplasmic 4 (Inducible form) OS=Homo sapiens GN=PABPC4 PE=4 SV=1 - [B1ANR0_HUMAN]",4,4,4,2,7,8
Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2 - [F120A_HUMAN],4,1,4,2,7,4
Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4 - [NOP56_HUMAN],4,1,5,0,7,2
ATP-dependent DNA helicase Q1 OS=Homo sapiens GN=RECQL PE=1 SV=3 - [RECQ1_HUMAN],4,1,5,1,7,5
L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2 - [LDHA_HUMAN],8,5,13,3,14,12
Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=2 SV=1 - [Q5T6W5_HUMAN],21,16,37,11,37,14
Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2 - [CALX_HUMAN],34,12,41,4,61,10
TraB domain-containing protein OS=Homo sapiens GN=TRABD PE=2 SV=1 - [TRABD_HUMAN],5,3,1,2,9,3
Isoform 2 of 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 - [PSMD1_HUMAN],5,1,2,1,9,2
Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2 - [PPIA_HUMAN],5,4,3,3,9,10
AP-2 complex subunit beta OS=Homo sapiens GN=AP2B1 PE=2 SV=1 - [Q7Z451_HUMAN],5,2,3,2,9,7
Squalene synthase OS=Homo sapiens GN=FDFT1 PE=2 SV=1 - [B4DJE5_HUMAN],5,3,4,2,9,3
Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=4 SV=1 - [D6R9P3_HUMAN],5,4,7,5,9,5
"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens GN=CPT2 PE=1 SV=2 - [CPT2_HUMAN]",5,6,8,3,9,2
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=4 SV=1 - [F5GZI1_HUMAN],5,2,8,1,9,2
Annexin A1 OS=Homo sapiens GN=ANXA1 PE=1 SV=2 - [ANXA1_HUMAN],5,3,8,5,9,7
Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2 - [MATR3_HUMAN],15,8,31,6,27,6
"Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3 - [K2C5_HUMAN]",25,34,60,39,45,50
Mitochondrial carrier homolog 2 OS=Homo sapiens GN=MTCH2 PE=1 SV=1 - [MTCH2_HUMAN],11,7,5,5,20,5
Isoform 2 of Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 - [DDX17_HUMAN],17,12,27,10,31,12
"Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens GN=PYCR1 PE=1 SV=2 - [P5CR1_HUMAN]",6,0,1,2,11,4
Neutral amino acid transporter B(0) OS=Homo sapiens GN=SLC1A5 PE=1 SV=2 - [AAAT_HUMAN],6,3,3,1,11,3
N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=2 - [NAT10_HUMAN],6,2,3,3,11,4
Isoform 5 of Caldesmon OS=Homo sapiens GN=CALD1 - [CALD1_HUMAN],18,8,15,6,33,9
ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=2 SV=1 - [Q4V9L5_HUMAN],6,0,6,0,11,2
Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2 - [NPM_HUMAN],24,7,56,3,44,5
60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4 - [RL13_HUMAN],6,2,15,1,11,3
"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6 - [K2C1_HUMAN]",80,130,163,137,148,223
Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5 - [SYEP_HUMAN],21,7,14,7,39,18
DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=3 SV=1 - [F5H3V0_HUMAN],7,6,8,3,13,6
"Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=2 SV=1 - [B7Z9I1_HUMAN]",7,11,11,7,13,9
Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1 - [IF4A1_HUMAN],7,12,13,10,13,23
"Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens GN=AGPS PE=1 SV=1 - [ADAS_HUMAN]",8,6,13,3,15,7
ATP synthase subunit beta (Fragment) OS=Homo sapiens GN=ATP5B PE=3 SV=1 - [H0YH81_HUMAN],16,8,52,17,30,13
Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5 - [DYHC1_HUMAN],10,4,7,1,19,21
Ran GTPase-activating protein 1 OS=Homo sapiens GN=RANGAP1 PE=1 SV=1 - [RAGP1_HUMAN],10,2,9,3,19,7
Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3 - [GANAB_HUMAN],22,8,25,7,42,7
Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4 - [HS90B_HUMAN],24,16,25,17,46,20
Isoform 2 of Tropomyosin beta chain OS=Homo sapiens GN=TPM2 - [TPM2_HUMAN],14,7,45,7,27,4
Isoform 2 of Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 - [NUMA1_HUMAN],30,5,52,12,58,7
Isoform 2 of Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB - [GANAB_HUMAN],19,9,21,6,37,8
Isoform 6 of Lymphoid-specific helicase OS=Homo sapiens GN=HELLS - [HELLS_HUMAN],2,1,0,0,4,0
Endophilin-B1 OS=Homo sapiens GN=SH3GLB1 PE=1 SV=1 - [SHLB1_HUMAN],1,3,0,0,2,0
Isoform 2 of Transmembrane protein 120A OS=Homo sapiens GN=TMEM120A - [T120A_HUMAN],1,1,0,0,2,0
Isoform Alpha-6X2A of Integrin alpha-6 OS=Homo sapiens GN=ITGA6 - [ITA6_HUMAN],1,2,0,0,2,1
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Fragment) OS=Homo sapiens GN=NDUFB3 PE=4 SV=1 - [C9JKQ2_HUMAN],1,2,0,1,2,1
"Isoform 2 of Alkaline phosphatase, tissue-nonspecific isozyme OS=Homo sapiens GN=ALPL - [PPBT_HUMAN]",1,2,0,1,2,1
Protein EMC4 OS=Homo sapiens GN=EMC4 PE=4 SV=1 - [H0YK61_HUMAN],1,2,0,0,2,2
Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=4 SV=1 - [H0YLA2_HUMAN],1,1,0,0,2,1
Nucleoporin SEH1 OS=Homo sapiens GN=SEH1L PE=1 SV=3 - [SEH1_HUMAN],1,1,0,0,2,1
Lymphocyte antigen 6K OS=Homo sapiens GN=LY6K PE=4 SV=1 - [H0YB07_HUMAN],1,1,0,0,2,1
"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens GN=SDHB PE=1 SV=3 - [DHSB_HUMAN]",1,1,0,0,2,1
Isoform Gamma of Poliovirus receptor OS=Homo sapiens GN=PVR - [PVR_HUMAN],1,1,0,0,2,1
Cohesin subunit SA-1 OS=Homo sapiens GN=STAG1 PE=2 SV=1 - [Q6P275_HUMAN],1,1,0,0,2,1
YTH domain family protein 1 OS=Homo sapiens GN=YTHDF1 PE=4 SV=1 - [F8W840_HUMAN],1,3,0,1,2,3
60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=4 SV=1 - [C9JB50_HUMAN],2,1,0,1,4,1
Ras-related protein Rab-35 (Fragment) OS=Homo sapiens GN=RAB35 PE=3 SV=1 - [F5H157_HUMAN],2,3,0,3,4,3
"Protein SCO1 homolog, mitochondrial OS=Homo sapiens GN=SCO1 PE=1 SV=1 - [SCO1_HUMAN]",1,1,0,1,2,1
PRKAR2A protein OS=Homo sapiens GN=PRKAR2A PE=2 SV=1 - [Q9BUB1_HUMAN],1,2,0,3,2,2
Nuclear pore membrane glycoprotein 210 OS=Homo sapiens GN=NUP210 PE=1 SV=3 - [PO210_HUMAN],1,4,0,1,2,5
Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2 - [SC61B_HUMAN],1,2,0,0,2,3
Protein RCC2 OS=Homo sapiens GN=RCC2 PE=1 SV=2 - [RCC2_HUMAN],1,2,0,0,2,4
Isoform 2 of Dehydrogenase/reductase SDR family member 7 OS=Homo sapiens GN=DHRS7 - [DHRS7_HUMAN],1,1,0,0,2,2
60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=4 SV=1 - [C9JXB8_HUMAN],2,2,0,1,4,4
Ras-related protein Rab-8A OS=Homo sapiens GN=RAB8A PE=1 SV=1 - [RAB8A_HUMAN],1,2,0,2,2,4
Dihydropyrimidinase-related protein 2 OS=Homo sapiens GN=DPYSL2 PE=2 SV=1 - [B4DR31_HUMAN],1,1,0,1,2,2
Tensin-3 OS=Homo sapiens GN=TNS3 PE=1 SV=2 - [TENS3_HUMAN],3,1,0,1,6,3
Flotillin-2 OS=Homo sapiens GN=FLOT2 PE=1 SV=2 - [FLOT2_HUMAN],1,1,0,2,2,4
Protein transport protein Sec23B OS=Homo sapiens GN=SEC23B PE=1 SV=2 - [SC23B_HUMAN],1,0,0,1,2,1
Isoform 2 of Ataxin-10 OS=Homo sapiens GN=ATXN10 - [ATX10_HUMAN],1,0,0,1,2,5
NEDD8 OS=Homo sapiens GN=NEDD8 PE=4 SV=1 - [F8VSA6_HUMAN],1,0,0,0,2,1
Hepatocyte growth factor-regulated tyrosine kinase substrate (Fragment) OS=Homo sapiens GN=HGS PE=4 SV=1 - [I3L1P5_HUMAN],1,0,0,0,2,1
LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens GN=LIMS1 PE=1 SV=4 - [LIMS1_HUMAN],1,0,0,0,2,2
U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2 - [PRPF3_HUMAN],1,0,0,0,2,1
Protein FAM105A OS=Homo sapiens GN=FAM105A PE=2 SV=1 - [F105A_HUMAN],1,0,0,0,2,1
AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1 PE=4 SV=1 - [G5E988_HUMAN],1,0,0,0,2,1
Isoform 2 of Probable phospholipid-transporting ATPase IG OS=Homo sapiens GN=ATP11C - [AT11C_HUMAN],1,0,0,0,2,1
Isoform 2 of Supervillin OS=Homo sapiens GN=SVIL - [SVIL_HUMAN],1,0,0,0,2,1
Isoform 2 of La-related protein 1 OS=Homo sapiens GN=LARP1 - [LARP1_HUMAN],1,0,0,0,2,2
Hepatocyte growth factor receptor OS=Homo sapiens GN=MET PE=1 SV=4 - [MET_HUMAN],1,0,0,0,2,1
CLIP-associating protein 2 OS=Homo sapiens GN=CLASP2 PE=4 SV=2 - [E9PBA6_HUMAN],1,0,0,0,2,1
Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4 - [IF4A3_HUMAN],6,6,2,3,12,7
Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=1 SV=2 - [S61A1_HUMAN],6,2,2,0,12,3
Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=6 - [GCN1L_HUMAN],3,2,1,1,6,7
26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=4 SV=1 - [F5GZ16_HUMAN],3,0,1,0,6,2
Mitochondrial carrier homolog 2 (Fragment) OS=Homo sapiens GN=MTCH2 PE=3 SV=1 - [E9PIE4_HUMAN],6,6,3,4,12,5
Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2 - [LEG1_HUMAN],2,3,1,3,4,3
DNA topoisomerase 1 OS=Homo sapiens GN=TOP1 PE=1 SV=2 - [TOP1_HUMAN],6,1,3,1,12,1
Isoform 2 of Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 - [BUB3_HUMAN],2,2,1,0,4,4
Ribosomal L1 domain-containing protein 1 OS=Homo sapiens GN=RSL1D1 PE=1 SV=3 - [RL1D1_HUMAN],2,1,1,0,4,2
Isoform 2 of 5'-3' exoribonuclease 2 OS=Homo sapiens GN=XRN2 - [XRN2_HUMAN],2,0,1,0,4,1
Isoform 2 of Chromodomain-helicase-DNA-binding protein 3 OS=Homo sapiens GN=CHD3 - [CHD3_HUMAN],2,0,1,0,4,1
Translocation protein SEC62 OS=Homo sapiens GN=SEC62 PE=4 SV=1 - [F8WF48_HUMAN],5,2,3,0,10,0
"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2 - [SYRC_HUMAN]",5,3,3,5,10,8
"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens GN=GPD2 PE=1 SV=3 - [GPDM_HUMAN]",6,3,4,1,12,9
Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2 - [GNA13_HUMAN],4,2,3,1,8,2
Lanosterol synthase OS=Homo sapiens GN=LSS PE=4 SV=1 - [E9PEI9_HUMAN],4,4,3,3,8,6
Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=2 SV=1 - [B4DGU4_HUMAN],10,1,9,1,20,3
DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens GN=POLR2A PE=1 SV=2 - [RPB1_HUMAN],1,1,1,0,2,0
S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens GN=MTAP PE=1 SV=2 - [MTAP_HUMAN],1,2,1,0,2,2
Neutral cholesterol ester hydrolase 1 OS=Homo sapiens GN=NCEH1 PE=1 SV=3 - [NCEH1_HUMAN],1,2,1,1,2,2
"RAB5B, member RAS oncogene family, isoform CRA_b OS=Homo sapiens GN=RAB5B PE=2 SV=1 - [B4DKD7_HUMAN]",2,3,2,2,4,3
LEM domain-containing protein 2 OS=Homo sapiens GN=LEMD2 PE=4 SV=1 - [E7EVT2_HUMAN],1,2,1,2,2,2
Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens GN=PBXIP1 PE=4 SV=1 - [F5H6Z1_HUMAN],2,1,2,1,4,1
60S ribosomal protein L36a OS=Homo sapiens GN=RPL36A PE=1 SV=2 - [RL36A_HUMAN],1,1,1,1,2,1
Protein enabled homolog OS=Homo sapiens GN=ENAH PE=4 SV=1 - [H0YH67_HUMAN],1,1,1,1,2,1
Monocarboxylate transporter 1 OS=Homo sapiens GN=SLC16A1 PE=1 SV=3 - [MOT1_HUMAN],5,2,5,3,10,3
